"doi";"is.referenced.by.count"
"10.1101/598243";"7"
"10.1097/qai.0000000000000748";"7"
"10.1016/s2352-3018(15)00087-9";"84"
"10.1016/s2214-109x(13)70048-2";"40"
"10.1242/dev.127670";"35"
"10.4049/jimmunol.1300643";"52"
"10.1016/j.exer.2020.108121";"11"
"10.1074/jbc.m117.811182";"9"
"10.1038/s41467-018-03370-1";"37"
"10.1080/2162402x.2015.1115177";"91"
"10.1016/j.jpeds.2012.10.060";"23"
"10.1016/j.nicl.2022.103191";"4"
"10.1016/j.ccell.2017.09.002";"60"
"10.3184/175815617x15063340995365";"7"
"10.1016/j.jid.2018.03.1525";"55"
"10.1073/pnas.1912681117";"10"
"10.1371/journal.pcbi.1005839";"16"
"10.1016/j.nlm.2016.04.008";"28"
"10.1111/all.13059";"21"
"10.1210/clinem/dgab706";"4"
"10.1073/pnas.1508738112";"109"
"10.1016/j.euroneuro.2018.12.015";"22"
"10.1111/ejn.2017.45.issue-7";"0"
"10.1080/15476286.2020.1777380";"4"
"10.1016/j.pec.2021.06.029";"1"
"10.1016/j.amjcard.2021.06.003";"1"
"10.1016/j.jcin.2021.12.046";"11"
"10.1097/mej.0000000000000755";"1"
"10.1001/jamacardio.2021.0669";"17"
"10.1016/j.cjca.2021.09.009";"1"
"10.3389/fnint.2015.00017";"47"
"10.1161/strokeaha.115.007435";"9"
"10.1371/journal.pone.0124072";"4"
"10.1007/s00429-019-01853-5";"4"
"10.1016/j.copbio.2016.12.004";"26"
"10.1186/s12983-015-0106-0";"32"
"10.1016/j.jsat.2016.01.005";"21"
"10.1002/ppul.v53.11";"1"
"10.1177/1359105314524010";"9"
"10.1080/08964289.2016.1157057";"15"
"10.1016/j.addbeh.2016.07.015";"12"
"10.1073/pnas.1616755114";"91"
"10.1371/journal.pgen.1006340";"216"
"10.1182/blood-2017-12-820852";"248"
"10.4049/jimmunol.1901074";"6"
"10.1136/annrheumdis-2016-210630";"84"
"10.1093/eurpub/ckv247";"12"
"10.1111/hiv.12299";"10"
"10.1074/jbc.m116.747717";"29"
"10.1016/j.jaci.2020.10.040";"231"
"10.3390/jcm9072140";"9"
"10.3390/jcm9113719";"4"
"10.1242/jcs.171967";"39"
"10.1016/j.jid.2018.11.027";"6"
"10.1093/infdis/jiw157";"10"
"10.1002/mpr.v25.1";"0"
"10.1111/1365-2435.13004";"39"
"10.1007/s10096-017-3130-5";"7"
"10.3389/fmicb.2018.02927";"30"
"10.1128/aac.02386-16";"0"
"10.1093/cid/cix665";"28"
"10.1038/ncomms7051";"231"
"10.1016/j.immuni.2015.12.010";"75"
"10.1016/j.tplants.2016.07.009";"427"
"10.1111/nph.14298";"106"
"10.1111/evo.12189";"67"
"10.1371/journal.pone.0180516";"7"
"10.1016/j.bbalip.2018.01.007";"19"
"10.1186/s12936-015-0683-6";"45"
"10.1371/journal.pntd.0004319";"18"
"10.1038/d41586-020-01168-0";"8"
"10.1038/ncomms12923";"68"
"10.1242/dev.138750";"8"
"10.1016/j.parepi.2019.e00089";"8"
"10.1534/genetics.112.141341";"41"
"10.1105/tpc.112.102384";"17"
"10.1016/j.pbi.2012.07.003";"150"
"10.1111/all.12616";"86"
"10.1016/j.pt.2016.02.003";"70"
"10.1016/j.ejvs.2020.01.032";"17"
"10.1371/journal.pcbi.1007536";"14"
"10.1016/j.jconrel.2017.02.031";"60"
"10.1523/jneurosci.1519-16.2016";"25"
"10.1002/jcsm.12780";"3"
"10.1038/s41586-019-0955-3";"75"
"10.1016/j.placenta.2018.10.008";"22"
"10.1016/j.jsb.2015.05.001";"21"
"10.3389/fmolb.2015.00036";"10"
"10.1016/j.anai.2018.06.026";"82"
"10.1111/all.13969";"24"
"10.3389/fimmu.2018.02939";"74"
"10.1111/imr.12937";"16"
"10.1097/aci.0000000000000580";"13"
"10.1186/s13059-015-0594-4";"64"
"10.1038/ncomms7051";"231"
"10.1016/j.jsbmb.2017.04.013";"5"
"10.3390/nu9050426";"28"
"10.1021/acs.jnatprod.6b00950";"11"
"10.1096/fj.201700870rr";"22"
"10.1111/febs.14642";"4"
"10.1016/j.heliyon.2018.e00527";"18"
"10.1016/j.cub.2018.05.020";"1"
"10.7554/elife.71473";"3"
"10.1016/j.gde.2019.05.004";"25"
"10.1523/eneuro.0339-16.2017";"15"
"10.1002/glia.24106";"10"
"10.3390/nu11102353";"14"
"10.1111/liv.v39.12";"2"
"10.1038/s41598-017-10168-6";"43"
"10.1016/j.jaip.2019.10.023";"5"
"10.1016/j.envint.2021.106945";"5"
"10.1183/16000617.0038-2022";"5"
"10.1111/ina.12427";"12"
"10.1007/978-3-319-97746-1_2";"3"
"10.3389/fimmu.2020.01093";"7"
"10.1111/1365-2656.13562";"3"
"10.3389/fimmu.2021.808932";"19"
"10.1128/aem.02762-20";"3"
"10.1038/s41594-020-0425-5";"13"
"10.1093/nar/gky750";"25"
"10.1038/s41564-019-0472-z";"22"
"10.1371/journal.pone.0227411";"7"
"10.1073/pnas.1801223115";"47"
"10.1016/j.copbio.2020.09.015";"5"
"10.1016/j.envres.2017.10.002";"32"
"10.1164/rccm.201706-1311oc";"66"
"10.7554/elife";"56"
"10.1080/2162402x.2016.1216290";"40"
"10.1080/2162402x.2018.1462878";"39"
"10.1158/0008-5472.can-16-2680";"11"
"10.1038/ncomms13707";"35"
"10.1038/srep16787";"46"
"10.1128/aem.01978-18";"26"
"10.1073/pnas";"269"
"10.1371/journal.ppat.1004875";"15"
"10.1371/journal.pone.0179460";"40"
"10.1038/s41467-020-15534-z";"33"
"10.1109/tbcas.2017.2759783";"43"
"10.1016/j.phrs.2018.11.034";"53"
"10.3390/cells10020220";"43"
"10.1152/physrev.00028.2021";"30"
"10.7554/elife.63731";"21"
"10.1038/s41467-018-05379-y";"120"
"10.3390/genes11010012";"10"
"10.1038/s42003-021-01662-9";"3"
"10.1111/cge.13942";"4"
"10.3389/fnmol.2017.00436";"12"
"10.3390/clockssleep1010007";"4"
"10.1016/j.cmet.2018.01.011";"150"
"10.1128/mbio.01231-16";"100"
"10.1016/j.mib.2018.01.020";"88"
"10.1098/rstb.2016.0026";"191"
"10.1094/phyto-01-16-0018-r";"71"
"10.1111/nph.15180";"78"
"10.1016/j.cels.2018.05.009";"41"
"10.1016/j.jhep.2016.08.024";"95"
"10.1007/978-3-030-34461-0_36";"10"
"10.1007/978-3-030-34461-0_39";"0"
"10.1007/978-3-319-55231-6_22";"1"
"10.1007/978-3-030-34461-0_44";"2"
"10.1024/0040-5930/a000506";"1"
"10.1210/jc.2014-4527";"49"
"10.1186/s13054-015-0792-1";"35"
"10.1515/cclm-2014-0456";"59"
"10.1378/chest.13-2307";"3"
"10.3389/fcell.2020.00566";"4"
"10.1016/s0140-6736(14)62447-8";"255"
"10.1007/s00125-016-4091-4";"14"
"10.1111/jgs.13325";"44"
"10.1371/journal.pone.0092421";"13"
"10.1111/ajt.15800";"28"
"10.1016/j.trre.2018.04.001";"7"
"10.1016/j.jhep.2017.10.034";"155"
"10.1016/j.catena.2018.03.022";"43"
"10.1109/mixdes.2016.7529755";"3"
"10.1101/356949";"1"
"10.1261/rna.057786.116";"64"
"10.3390/genes11050521";"2"
"10.1172/jci98785";"56"
"10.1016/j.ijcha.2020.100686";"4"
"10.7326/m21-2313";"2"
"10.1093/clinchem/hvaa226";"7"
"10.1136/heartjnl-2020-318430";"3"
"10.1016/j.celrep.2018.01.072";"99"
"10.1038/s41467-020-16219-3";"33"
"10.1038/s41467-019-09431-3";"22"
"10.1007/978-3-319-96704-2";"1"
"10.1183/1393003.congress-2017.oa3428";"0"
"10.1152/physiolgenomics.00140.2017";"6"
"10.1016/j.celrep.2019.07.088";"14"
"10.1038/s41467-018-03943-0";"41"
"10.1083/jcb.201707050";"10"
"10.1111/ele.13912";"8"
"10.1098/rspb.2019.1794";"9"
"10.1371/journal.pbio.3000805";"49"
"10.1371/journal.pone.0088987";"92"
"10.1017/s0016756812001070";"17"
"10.1101/2020.05.18.102863";"3"
"10.1007/s00497-021-00436-x";"1"
"10.1038/ncomms3284";"1"
"10.1016/j.geobios.2013.01.004";"17"
"10.1007/s00432-016-2303-4";"27"
"10.1007/s00432-017-2501-8";"42"
"10.1063/1.5126921";"14"
"10.1126/sciadv.aat7052";"59"
"10.1038/s41437-019-0203-5";"21"
"10.1016/j.ygcen.2017.04.015";"11"
"10.21203/rs.3.rs-161889/v1";"0"
"10.1038/s41437-017-0047-9";"12"
"10.3389/fpls.2018.01195";"45"
"10.1038/s41386-020-0760-6";"7"
"10.5070/v42811039";"3"
"10.1080/09397140.2017.1331588";"2"
"10.1016/j.sleep.2017.11.878";"0"
"10.3389/fevo.2020.00278";"4"
"10.1111/jeb.13707";"6"
"10.1080/00063657.2020.1732291";"1"
"10.1371/journal.pone.0231163";"3"
"10.3390/ijms22094447";"23"
"10.1016/j.coviro.2021.03.006";"17"
"10.1002/feb2.v594.12";"0"
"10.1146/annurev-virology-092818-015550";"86"
"10.1101/2020.11.02.364778";"0"
"10.1097/qad.0000000000000135";"40"
"10.1016/j.ijpddr.2018.10.011";"26"
"10.1007/s00436-020-06660-0";"4"
"10.3390/tropicalmed4030110";"21"
"10.1055/a-1068-2762";"0"
"10.18632/oncotarget.11648";"5"
"10.1038/nature18005";"111"
"10.1158/2767-9764.crc-22-0208";"0"
"10.1016/j.xpro.2022.101132";"0"
"10.1038/s41586-022-05066-5";"10"
"10.3389/fonc.2020.00670";"10"
"10.15252/embj.201488987";"110"
"10.4049/jimmunol.1301971";"36"
"10.1371/journal.ppat.1004929";"83"
"10.1016/j.immuni.2012.12.006";"221"
"10.1371/journal.pone.0187054";"5"
"10.1038/nature25461";"427"
"10.1038/s41467-018-06108-1";"42"
"10.1038/s41467-020-16679-7";"19"
"10.1016/j.cosust.2018.03.005";"29"
"10.1038/ng.3617";"161"
"10.1093/molbev/msw141";"29"
"10.1074/jbc.ra119.008610";"4"
"10.1016/j.str.2017.10.004";"39"
"10.1016/j.cell.2020.07.009";"504"
"10.1084/jem.20202579";"31"
"10.1152/ajpregu.00212.2016";"4"
"10.1371/journal.pgen.1008913";"1"
"10.1371/journal.pbio.3001006";"37"
"10.1016/j.neurad.2021.05.004";"2"
"10.1016/j.schres.2020.08.018";"4"
"10.1111/cobi.2019.33.issue-3";"1"
"10.1016/j.coviro.2021.03.001";"18"
"10.1016/j.celrep.2022.110306";"3"
"10.1161/circulationaha.117.028901";"90"
"10.1016/j.ahj.2015.07.022";"90"
"10.1111/anec.12538";"6"
"10.1016/j.ahj.2016.07.013";"58"
"10.1007/s00392-016-1075-9";"31"
"10.1016/j.jacc.2019.12.065";"68"
"10.1016/j.jacc.2019.05.046";"95"
"10.1373/clinchem.2018.300061";"50"
"10.1373/clinchem.2016.257485";"63"
"10.1161/circresaha.116.309792";"12"
"10.1161/circulationaha.118.034260";"40"
"10.1177/2048872616642952";"18"
"10.1016/j.jacc.2017.07.774";"87"
"10.1126/sciadv.1602026";"107"
"10.7554/elife.08887";"82"
"10.1016/j.ajpath.2012.05.007";"31"
"10.1016/j.immuni.2016.08.003";"103"
"10.1016/j.immuni.2016.07.024";"6"
"10.1080/21645515.2015.1008930";"8"
"10.1097/tp.0000000000000778";"5"
"10.1016/j.immuni.2016.08.003";"103"
"10.1007/978-1-4939-9048-1_12";"3"
"10.1016/j.ajhg.2016.09.008";"115"
"10.1002/eji.201747082";"23"
"10.1016/j.gdata.2015.06.024";"11"
"10.1111/pbi.12491";"80"
"10.1016/j.ceb.2014.06.011";"26"
"10.1101/gad.248864.114";"39"
"10.1111/mmi.13324";"63"
"10.1371/journal.pone.0151872";"8"
"10.3390/ijms19041163";"7"
"10.3389/fonc.2018.00040";"13"
"10.1021/acs.chemrestox.8b00146";"16"
"10.1158/1535-7163.mct-15-0583";"17"
"10.1016/j.stemcr.2017.02.005";"22"
"10.1126/science.aat8657";"444"
"10.1038/s41467-017-00573-w";"270"
"10.1371/journal.pone.0103774";"59"
"10.1371/journal.pone.0072051";"23"
"10.15252/embj.201488987";"110"
"10.3389/fpsyg.2016.01801";"8"
"10.3389/fpsyg.2018.00941";"14"
"10.1097/psy.0000000000000278";"13"
"10.1016/j.febslet.2013.10.050";"14"
"10.1186/s12874-021-01488-3";"0"
"10.1007/s00441-020-03294-7";"19"
"10.1016/j.biomaterials.2014.07.015";"209"
"10.1016/j.immuni.2017.10.015";"103"
"10.1016/j.conb.2017.05.018";"81"
"10.1016/j.chom.2018.04.013";"52"
"10.1038/nmeth.4336";"13"
"10.1093/aje/kwaa087";"4"
"10.1111/eos.12738";"7"
"10.1136/thoraxjnl-2017-210947";"49"
"10.3390/cells11040654";"1"
"10.1002/sim.9346";"2"
"10.1016/j.xcrm.2021.100396";"10"
"10.1084/jem.20190706";"35"
"10.1159/000445985";"8"
"10.1016/j.jaci.2018.07.046";"27"
"10.1159/000500598";"9"
"10.1186/s12964-019-0323-9";"12"
"10.1016/j.celrep.2015.08.074";"75"
"10.1093/oxfimm/iqab015";"1"
"10.1186/s12936-018-2330-5";"22"
"10.1038/s42003-020-1116-9";"22"
"10.1038/ncomms9292";"325"
"10.1128/genomea.00951-16";"38"
"10.1007/s12035-015-9444-3";"19"
"10.1186/s13041-017-0313-z";"12"
"10.1016/j.expneurol.2018.10.004";"11"
"10.1523/jneurosci.1946-20.2021";"7"
"10.1002/lt.25044";"22"
"10.1097/sla.0000000000004258";"27"
"10.1111/mec.2018.27.issue-6";"0"
"10.1038/s41598-018-27681-x";"15"
"10.1016/j.tree.2017.05.009";"43"
"10.1128/aem.01547-18";"18"
"10.1038/s41380-018-0040-6";"41"
"10.4414/smw.2014.14073";"36"
"10.1016/j.apnr.2020.151274";"4"
"10.1038/s41598-018-32340-2";"16"
"10.1093/noajnl/vdaa043";"0"
"10.1016/j.neuroimage.2016.03.042";"38"
"10.1016/j.neuroimage.2014.01.046";"94"
"10.1016/j.jgar.2018.08.023";"2"
"10.1371/journal.pone.0181946";"36"
"10.1152/ajplung.00326.2016";"26"
"10.1093/femsec/fiab010";"7"
"10.1158/0008-5472.can-20-1807";"15"
"10.1007/s10841-020-00282-8";"2"
"10.1016/j.chom.2020.03.015";"3"
"10.1038/s41598-017-15080-7";"6"
"10.1016/j.ygeno.2015.05.001";"12"
"10.1111/hae.12719";"18"
"10.1038/s41467-017-00539-y";"66"
"10.21769/bioprotoc.3029";"1"
"10.1016/j.biomaterials.2018.10.031";"38"
"10.1016/j.sbi.2020.03.001";"1"
"10.1016/j.jmb.2017.10.010";"17"
"10.1128/jvi.01541-17";"16"
"10.1016/j.isci.2021.103669";"7"
"10.1021/acs.jpcb.8b07537";"16"
"10.1111/eth.13207";"3"
"10.1016/j.chom.2020.04.013";"36"
"10.1074/mcp.m115.053520";"28"
"10.1371/journal.pgen.1006721";"31"
"10.1002/pmic.201400627";"18"
"10.3389/fevo.2016.00067";"6"
"10.1146/annurev-micro-012120-063427";"33"
"10.1098/rspb.2013.2763";"17"
"10.1093/gbe/evw176";"48"
"10.1093/gbe/evw054";"7"
"10.1016/j.cbpa.2019.01.022";"6"
"10.1038/s41467-017-02619-5";"98"
"10.1002/anie.201304986";"27"
"10.1016/j.actbio.2019.09.017";"38"
"10.1073/pnas.1601306113";"101"
"10.1016/j.cub.2014.03.046";"8"
"10.1007/s10548-015-0458-y";"2"
"10.1016/j.visres.2019.12.006";"27"
"10.1172/jci85057";"36"
"10.3389/fnhum.2021.613125";"4"
"10.1038/s41467-021-23342-2";"44"
"10.1016/j.chom.2019.01.016";"9"
"10.1111/evo.12402";"24"
"10.1111/brv.12078";"68"
"10.1126/science.1252136";"351"
"10.1016/j.cub.2015.05.058";"62"
"10.1038/s41422-021-00559-w";"4"
"10.1038/s41586-022-05605-0";"10"
"10.1038/s41477-020-0687-2";"40"
"10.1097/ccm.0000000000004650";"15"
"10.1093/ndt/gfaa302";"35"
"10.1016/j.omtm.2017.05.001";"11"
"10.1111/eth.13195";"1"
"10.1016/j.tig.2018.01.004";"50"
"10.1111/liv.12275";"4"
"10.1111/xen.12327";"14"
"10.1016/j.jsb.2019.08.006";"63"
"10.1096/fj.201500128";"29"
"10.1038/s41598-020-68717-5";"23"
"10.1371/journal.pcbi.1007169";"25"
"10.1002/anie.201712554";"30"
"10.1038/ismej.2013.36";"69"
"10.1016/j.bios.2019.111710";"10"
"10.1016/j.maturitas.2018.11.007";"10"
"10.3390/v14030453";"2"
"10.1016/j.celrep.2017.03.043";"147"
"10.18632/oncotarget.v7i24";"1"
"10.1016/j.ejmech.2014.08.004";"144"
"10.1007/s10682-022-10180-x";"5"
"10.1073/pnas.1314085111";"255"
"10.1186/s12863-017-0575-6";"10"
"10.1016/j.mri.2014.12.002";"32"
"10.1186/s40425-018-0385-z";"40"
"10.1007/s11102-020-01121-4";"4"
"10.1152/ajprenal.00650.2016";"15"
"10.1007/s00277-016-2890-9";"15"
"10.1021/am5038998";"37"
"10.1002/mrm.28132";"3"
"10.1098/rspb.2013.0823";"43"
"10.1038/s41416-019-0498-2";"10"
"10.1016/j.molcel.2017.05.021";"409"
"10.1242/jcs.259120";"1"
"10.1083/jcb.201902109";"6"
"10.2337/db14-0667";"84"
"10.3390/bios8010001";"13"
"10.1371/journal.ppat.1007335";"21"
"10.1021/acschembio.6b00232";"93"
"10.1083/jcb.201207019";"78"
"10.1128/aem.02370-21";"3"
"10.15252/embr.202152972";"10"
"10.1128/mbio.01313-20";"7"
"10.1002/jbmr.v32.7";"1"
"10.1039/c5mb00049a";"25"
"10.1016/j.tcb.2014.08.007";"168"
"10.1038/ncomms3848";"86"
"10.1038/ncomms6379";"185"
"10.1101/gad.222893.113";"87"
"10.1038/s41467-019-10513-5";"24"
"10.1016/j.celrep.2019.06.046";"60"
"10.1101/gad.284828.116";"10"
"10.1016/j.chembiol.2019.05.008";"27"
"10.1111/ejn.12488";"24"
"10.1021/acs.bioconjchem.5b00473";"11"
"10.1038/s41598-017-09362-3";"73"
"10.19185/matters.201805000005";"4"
"10.1016/j.bbagrm.2013.04.002";"18"
"10.1371/journal.pone.0150239";"30"
"10.1038/nsmb.2635";"126"
"10.1093/hmg/ddr513";"72"
"10.1101/pdb.prot081711";"6"
"10.1098/rstb.2013.0592";"89"
"10.1016/j.neuroscience.2015.04.001";"169"
"10.1086/685095";"12"
"10.1098/rsos.150017";"21"
"10.3389/fpsyg.2018.00699";"55"
"10.7717/peerj.6347";"5"
"10.1093/sysbio/syv080";"243"
"10.1016/j.ympev.2016.05.016";"17"
"10.1093/sysbio/syx051";"43"
"10.1016/j.ympev.2017.01.008";"41"
"10.1038/srep41560";"15"
"10.1016/bs.mie.2014.10.025";"28"
"10.1016/j.cub.2015.04.017";"34"
"10.1109/nss/mic42677.2020.9507977";"8"
"10.1097/rlu.0000000000003789";"30"
"10.1016/j.celrep.2015.11.061";"81"
"10.1261/rna.039255.113";"68"
"10.1016/j.tibs.2013.04.001";"57"
"10.1101/gad.335489.119";"28"
"10.1016/j.molcel.2018.08.004";"183"
"10.1016/j.cell.2021.03.062";"66"
"10.1371/journal.pgen.1006956";"51"
"10.1016/s1474-4422(20)30396-3";"80"
"10.1063/5.0026733";"16"
"10.1016/j.eplepsyres.2020.106330";"11"
"10.1016/j.jclinepi.2021.06.024";"31"
"10.1111/1365-2656.13051";"33"
"10.1021/cb200452r";"19"
"10.1016/j.molcel.2015.04.031";"106"
"10.1016/j.molcel.2013.08.019";"67"
"10.1016/j.cels.2018.02.010";"214"
"10.1681/asn.2020060775";"32"
"10.1093/ckj/sfz136";"1"
"10.1038/s41598-018-21720-3";"56"
"10.3389/fnmol.2017.00140";"9"
"10.1515/hsz-2019-0125";"6"
"10.1007/s00412-023-00787-6";"0"
"10.1242/dev.156257";"10"
"10.1242/jcs.256206";"8"
"10.1016/j.niox.2022.07.007";"2"
"10.1242/jcs.258819";"7"
"10.1242/bio.053470";"2"
"10.1093/bioinformatics/btx533";"39"
"10.1038/s41467-019-09278-8";"78"
"10.1073/pnas.1603142113";"55"
"10.1038/s41385-019-0247-0";"65"
"10.1172/jci133102";"20"
"10.1016/j.celrep.2019.06.019";"29"
"10.1158/2326-6066.cir-18-0505";"75"
"10.1111/acel.13790";"0"
"10.1084/jem.20181635";"46"
"10.1016/j.cels.2017.12.001";"165"
"10.1016/j.pep.2019.105456";"6"
"10.1177/1533317514539377";"39"
"10.1021/acs.molpharmaceut.7b01028";"11"
"10.1097/iae.0000000000001443";"80"
"10.1038/srep42108";"15"
"10.1039/c7sc04286h";"6"
"10.1016/j.ejmech.2018.05.037";"21"
"10.1021/acs.jctc.7b00662";"30"
"10.1016/j.ejmech.2019.04.037";"2"
"10.1002/anie.201906791";"19"
"10.1128/msphere.00756-20";"15"
"10.1038/s41559-019-0842-1";"245"
"10.1016/j.biopsycho.2017.04.002";"0"
"10.1038/s41396-019-0578-6";"30"
"10.1097/j.pain.0000000000002160";"10"
"10.1016/j.isci.2020.101955";"9"
"10.1016/j.isci.2023.105955";"0"
"10.1002/ece3.2965";"12"
"10.1016/j.devcel.2019.07.027";"32"
"10.1186/s12915-018-0562-z";"124"
"10.1016/j.redox.2020.101576";"28"
"10.1210/en.2018-00892";"18"
"10.1080/11263504.2020.1779848";"25"
"10.1039/c3cp54884h";"33"
"10.1002/hep.28492";"29"
"10.1038/s41398-019-0392-y";"27"
"10.1093/ijnp/pyz022";"20"
"10.1016/j.neuroimage.2022.119634";"3"
"10.1007/978-3-031-16452-1_68";"0"
"10.1002/nbm.4328";"12"
"10.1002/mrm.29367";"3"
"10.1097/hjh.0000000000001728";"28"
"10.1093/cvr/cvz084";"96"
"10.3324/haematol.2019.220988";"10"
"10.1177/0271678x18793266";"12"
"10.1016/j.ijcard.2017.09.188";"32"
"10.2337/db18-0201";"38"
"10.1016/j.cmet.2018.09.011";"143"
"10.1016/j.taap.2012.10.028";"8"
"10.3390/ani11010158";"41"
"10.1002/mol2.v13.11";"0"
"10.3390/ijms21051877";"29"
"10.1016/j.tiv.2014.12.018";"20"
"10.1126/scitranslmed.aan3311";"185"
"10.1016/s1474-4422(14)70218-2";"124"
"10.3390/biom10040653";"20"
"10.1111/bcp.v84.3";"0"
"10.1128/aac.02286-13";"60"
"10.1136/bmjopen-2020-041205";"1"
"10.1136/bmjopen-2020-040122";"1"
"10.1016/j.nut.2017.09.007";"79"
"10.1210/clinem/dgaa547";"9"
"10.1182/bloodadvances.2018026518";"1"
"10.1002/rth2.12834";"0"
"10.1515/ntrev-2016-0062";"6"
"10.1126/science.aar5839";"336"
"10.1038/s41586-022-05066-5";"10"
"10.3390/ijms22179502";"14"
"10.1016/j.jpba.2021.114539";"3"
"10.1093/nar/gkx772";"52"
"10.1002/nbm.4163";"0"
"10.1093/eurheartj/eht540";"48"
"10.1016/j.physbeh.2014.11.033";"7"
"10.1371/journal.pone.0116695";"18"
"10.1016/j.bbamcr.2017.05.014";"6"
"10.1002/anie.201507320";"32"
"10.1113/jp275639";"20"
"10.1016/j.ceca.2016.03.006";"39"
"10.1016/j.ceca.2018.04.002";"2"
"10.1074/jbc.m116.773283";"18"
"10.1101/2021.05.12.443427";"6"
"10.1080/15265161.2015.1103811";"0"
"10.1007/s13347-018-0320-8";"21"
"10.1007/s12603-015-0589-6";"57"
"10.3389/fncel.2013.00106";"39"
"10.1371/journal.pone.0102495";"32"
"10.1016/j.cmet.2014.04.002";"191"
"10.1016/j.beem.2012.05.001";"42"
"10.1016/j.semcdb.2020.09.001";"15"
"10.1126/sciadv.abc6381";"7"
"10.1038/s41419-018-0306-6";"36"
"10.1128/jvi.01102-12";"53"
"10.3390/v7122948";"17"
"10.3389/fpls.2014.00354";"23"
"10.1016/j.cortex.2019.06.009";"5"
"10.1371/journal.pone.0179165";"19"
"10.1038/ni.2812";"155"
"10.1093/nar/gkz841";"155"
"10.1371/journal.ppat.1009239";"5"
"10.1002/humu.22779";"52"
"10.1093/infdis/jiaa137";"17"
"10.1007/978-1-0716-0935-4_2";"14"
"10.1002/jimd.12009";"145"
"10.1007/s10545-015-9830-z";"88"
"10.1074/jbc.m117.784819";"27"
"10.1002/mrm.27544";"5"
"10.1186/s13063-021-05664-0";"5"
"10.1186/s13063-020-04808-y";"9"
"10.1136/bmjopen-2021-053417";"1"
"10.3791/53718";"5"
"10.1073/pnas.1719398115";"62"
"10.1016/j.clnesp.2021.08.003";"15"
"10.1016/j.annonc.2021.05.793";"59"
"10.1016/j.annonc.2021.08.1989";"9"
"10.1001/jamanetworkopen.2019.15138";"123"
"10.1016/j.clnu.2019.11.041";"70"
"10.1016/j.nut.2021.111279";"11"
"10.1016/s0140-6736(18)32776-4";"382"
"10.1001/jama.2018.0852";"21"
"10.1001/jamanetworkopen.2018.8332";"26"
"10.1038/s41422-019-0200-5";"3"
"10.1038/nn.4590";"38"
"10.1038/ncomms7385";"95"
"10.1136/bmjopen-2021-053081";"2"
"10.1111/gcb.2018.24.issue-2";"2"
"10.5056/jnm19162";"0"
"10.1111/nmo.2018.30.issue-9";"0"
"10.1111/jgh.14551";"6"
"10.1007/s10329-019-00721-4";"20"
"10.1016/j.jsb.2016.08.003";"2"
"10.1002/cm.21180";"28"
"10.1111/eip.12260";"46"
"10.1186/s13630-014-0012-7";"26"
"10.1371/journal.pone.0198330";"26"
"10.1016/j.jad.2014.08.031";"35"
"10.1016/j.jid.2020.05.114";"8"
"10.1158/1078-0432.ccr-19-0137";"65"
"10.1080/15548627.2019.1569936";"12"
"10.1530/rep-18-0463";"3"
"10.1093/nargab/lqaa002";"12"
"10.1111/1365-2435.13448";"8"
"10.1073/pnas.1903764116";"16"
"10.7554/elife.41415";"44"
"10.1515/hsz-2020-0381";"8"
"10.1016/j.molcel.2018.10.032";"78"
"10.3389/fmicb.2018.02820";"102"
"10.1371/journal.pbio.3000265";"39"
"10.1038/s41598-017-15278-9";"10"
"10.1016/j.jconrel.2018.12.009";"51"
"10.1038/ncomms11640";"42"
"10.1105/tpc.16.00011";"45"
"10.1007/7854_2015_430";"41"
"10.1016/j.psyneuen.2017.06.011";"32"
"10.1038/npp.2015.200";"26"
"10.1038/mp.2017.135";"74"
"10.3389/fnagi.2019.00161";"16"
"10.1007/s00431-021-03945-z";"5"
"10.1111/dmcn.13793";"24"
"10.1186/s12864-019-6296-7";"27"
"10.1016/j.neuron.2016.04.033";"8"
"10.1093/brain/awy191";"42"
"10.1093/jpepsy/jsy024";"34"
"10.1038/s42003-021-02494-3";"7"
"10.3791/53575";"15"
"10.1016/j.cmi.2016.08.009";"58"
"10.1097/inf.0000000000000601";"27"
"10.1016/j.ultras.2015.06.003";"21"
"10.1117/12.2042993";"0"
"10.1515/plm-2014-0028";"8"
"10.1093/beheco/arw079";"11"
"10.1007/s00265-015-1872-6";"27"
"10.1016/j.anbehav.2015.03.017";"14"
"10.3389/fmicb.2015.00367";"40"
"10.3389/fmicb.2015.01571";"2"
"10.15252/embr.201643535";"69"
"10.1007/s43032-022-01016-8";"0"
"10.3389/fendo.2021.666565";"6"
"10.1007/s11999-014-4068-x";"43"
"10.3390/vaccines7020047";"34"
"10.4049/jimmunol.1400065";"49"
"10.1371/journal.pone.0181844";"22"
"10.1016/j.bios.2018.04.058";"61"
"10.1002/eji.201445017";"16"
"10.1371/journal.pone.0224377";"4"
"10.3389/fmicb.2019.01311";"8"
"10.1089/hum.2012.073";"3"
"10.1021/acssensors.0c02480";"7"
"10.1038/s41467-021-27075-0";"5"
"10.1098/rspb.2019.0429";"7"
"10.1007/978-1-62703-706-8_16";"7"
"10.1083/jcb.201406100";"251"
"10.1083/jcb.201406099";"476"
"10.1002/eji.201344242";"44"
"10.4049/jimmunol.1300643";"52"
"10.3389/fmolb.2017.00001";"19"
"10.1128/mcb.00490-16";"45"
"10.7554/elife.45983";"19"
"10.3390/diagnostics11091540";"4"
