GrantNumber;UseInspired_Comment;UseInspired_Inventor;UseInspired_LicenseType;UseInspired_Owner;UseInspired_PatentDecisionDate;UseInspired_PatentNumber;UseInspired_PatentOwnerDescription;UseInspired_PatentStatus;UseInspired_PriorityDate;UseInspired_ReviewerActivityType;UseInspired_Title;UseInspired_Type;UseInspired_Url;UseInspired_Year;UseInspiredId
130678;;;;Grant holder / project staff;;EP 13003337.6;;;2013-07-02T00:00:00Z;;MICROTISSUES;Patent;;2013;4983A268-A134-43A4-AB24-D6F7A8316DED
149617;;"Bregy, Lukas; Kohler, Malcolm; Zenobi, Renato";;Research institution;;EP16176975;ETH and UZH;Pending;2016-06-29T00:00:00Z;;Method of Detecting COPD by Mass Spectrometry, European Patent Application;Patent;;2016;75A04502-6F0B-4615-BCDD-9A412A984CBA
125419;;;;;;;;;;;SciTrackS GmbH;Start-up;http://www.scitracks.com;2011;EF6B3CF3-6295-48FD-ABBE-F32FABC380F5
130164;;;;Grant holder / project staff;;PCT/IB2011/055819;;;2011-12-20T00:00:00Z;;OPTICAL METHOD AND DEVICE FOR IDENTIFYING AND QUANTIFYING ANALYTES;Patent;;2011;C677324A-821F-4B76-B906-6BDC9C4A981E
140697;;"Garcia Cordero, Jose L; Maerkl, Sebastian Josef";;Research institution;2014-04-24T00:00:00Z;WO 2014/060869 A1;;Granted;2012-10-19T00:00:00Z;;A high-throughput nanoimmunoassay chip;Patent;;2012;3A76F649-6419-498E-9A54-997A5A01A438
137743;;"Bourban, Pierre-Etienne; Moser, Christophe; Pioletti, Dominique; Schmocker, Andreas";;Research institution;;P2798US0P;EPFL;Pending;2014-09-08T00:00:00Z;;" Methods and apparatus for in-situ photopolymerization and monitoring";Patent;;2014;8B26EDDA-7472-4BBE-B9B2-9007FC65B69B
138025;Grundlagenpapier Interaktion Oberflächengewässer und Grundwasser - Naturwissenschaftlichen Zusammenhänge, bestehende Wissensdefizite und zukünftige Herausforderung, BAFU Auftrag 8T50-06.0070.PZ/J233-1170 / HYGEOSYN 10-01;;;;;;;;;;Interaktion Oberflächengewässer und Grundwasser - Naturwissenschaftlichen Zusammenhänge;Expert/reviewer activity;;2011;F2D73504-4AC5-403C-B497-EC1A04DC94E5
138025;Expertengutachten zu dem Zwischenfall am 09.12.2011 bei der Cham Paper Group bezüglich möglicher Auswirkungen auf Fische. Bei diesem Unfall sind mehrere Tonnen Kaolin (Schichtsilikat) in den Fluss Lorze gelangt. Diese Gutachten stellt eine Stellungsnahme bezüglich der Auswirkungen auf Fische dar. Im Auftrag von Dr Peter Ullmann, Amt für Jagd und Fischerei, Kanton Zug;;;;;;;;;;Einschätzung Zwischenfall Cham Paper Group;Expert/reviewer activity;;2011;83F1FCFC-0131-4618-96C1-067B5C96445C
137743;;"Moser, Christophe; Schmocker, Andreas";;Research institution;;P2890PC0P;EPFL;Pending;2015-05-21T00:00:00Z;;Device and method for injection, photoactivation and solidification of liquid embolic material in the vascular system or other organic cavities;Patent;;2015;FD232C45-D022-4840-B0FA-EC55EFC63DBA
166556;;"Aegerter, Christof; Selvaggi, Lara";;Grant holder / project staff;;P-12233EP;"Aegerter, Christof; Selvaggi, Lara";Pending;2018-02-11T00:00:00Z;;CAARMA – Computer Aided Ample Range Magnetic Apparatus;Patent;;2018;B1DC1A89-8952-4E11-A150-72FCD70E8E18
152974;;"Bühler, Léo Hans; Gerber, Sandrine";;Research institution;;PCT/EP2017/073174;Ecole Polytechnique Fédérale de Lausanne;Pending;2016-09-14T00:00:00Z;;Biodegradable Matrix Materials;Patent;;2016;8794A01C-D954-4C1B-9B00-5A14316BB775
156234;;;;;;;;;;;VivoFollow;Software;;2016;5595DEC9-AFD1-4397-BA7C-070A86D98A3B
140697;;"Maerkl, Sebastian Josef; Piraino, Francesco; Volpetti, Francesca";;Research institution;;62/267,959;;Pending;2015-12-16T00:00:00Z;;SYSTEM, DEVICE, AND METHOD FOR MULTIPLEXED BIOMARKER DIAGNOSTICS OF ULTRA-LOW VOLUME WHOLE BLOOD SAMPLES;Patent;;2015;79C57DD0-485F-4EE6-84F9-AB7FEFA0BA76
138105;;;;;;;;;;;"Project proposal «Modellvorhaben Nachhaltige Raumentwicklung 2014-2018» by Federal Office for Spatial Development ARE with the title ‘Aggregazione Lugano : Gandria e Carona’, together with City of Lugano and Milo Piccoli, Director ‘Dicastero Progetti di Sviluppo, Edilizia Pubblica e Genio Civile’(28.02.2014). In phase of approval. ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://www.are.admin.ch/themen/raumplanung/modellvorhaben/2014-2018/index.html?lang=de;;7B52A7E5-E072-4976-A515-77032F874445
138105;;;;;;;;;;;"Project proposal «Modellvorhaben Nachhaltige Raumentwicklung 2014-2018» by Federal Office for Spatial Development ARE with the title ‘Parco del Laveggio’, together with citizen association ‘Cittadini per il territorio’ and Ente Regionale di Sviluppo del Mendrisiotto e Basso Ceresio (28.02.2014). In phase of approval. ";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://www.are.admin.ch/themen/raumplanung/modellvorhaben/2014-2018/index.html?lang=de;;5A3F2253-950E-4F71-9FA9-463AB3685461
166050;;;;;;;;;;;Poster adapté aux enfants pour informer les participant-e-s des premiers résultats de la recherche.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;BC951320-FAE1-4740-9E3D-6E854C4F19B9
166050;;;;;;;;;;;Organisation d'une manifestation publique pour visibiliser la participation des enfants experts au projet de recherche. Les politiques de la ville de scolarisation des élèves (Sion) ont été invités, les principales contributions des enfants signalées et les recommandations en cours de rédaction ont été évoquées.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;FB05DD27-F5F0-4E6C-B488-F7F0F4CBF594
137989;;;;;;;;;;;Scientific Network for the Caucasus (SNC-mt);Start-up;;2013;803D1B53-6E1D-42EA-8600-7557CD85593A
143798;"Aixa Andreetta figure comme membre experte dans l' International Council on Monuments and Sites, Suisse et participe activement au Groupe du Travail ""Cimetières suisses : aspect historico-artistiques"".";;;;;;;;;;ICOMOS SUISSE;Expert/reviewer activity;;2015;BA31EE74-9A5A-4351-BE9C-2FF6CA8F74CE
166050;;;;;;;;;;;"Rédaction détaillée de l'engagement d'un groupe d'enfants comme co-chercheurs et co-chercheuses sous forme d'un outil de collaboration spécifique à la recherche inter- et transdisciplinaire. 
Le document est publié sur le portail web: swiss-academin.ch";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://sciencesnaturelles.ch/co-producing-knowledge-explained/practical_experiences/children_as_co_researchers_in_a_stakeholder_discussion_group;;62D4873E-D1C0-4653-8C66-3DD9EC9F07F8
159279;;;;;;;;;;;"uMed - Your Choice (videogame) ";Software;;2019;24301B1D-A27E-437E-A23F-66E31FF7C723
159279;;;;;;;;;;;uFin - The Challenge (videogame);Software;;2019;68971F1C-E96E-4CCD-8A74-E4564C298D8C
159279;;;;;;;;;;;Game Editor (software to generate games);Software;;2019;0298740A-75F8-4B8E-9229-E7BE2D34EBC4
138105;;;;;;;;;;;Project proposal : Connecting Lugano: Gandria. For Milo Piccoli, Director ‘Dicastero Progetti di Sviluppo, Edilizia Pubblica e Genio Civile, City of Lugano (July 2013);Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;EB04DC27-FD72-411A-B62C-FEC638D7EDF3
146281;;;;;;;;;;;Bayesian image registration;Software;https://github.com/ChristofSeiler/BayesianImageRegistration;2017;3199D561-A7A0-4F46-87DA-8AE62E6506BC
146281;;;;;;;;;;;Clustering of deformation fields in compuational anatomy;Software;https://github.com/ChristofSeiler/BayesianNonparametrics;2015;EC40A91F-7B6C-4B73-BD07-11CD10C0474A
146281;;;;;;;;;;;Convergence diagnosis of Hamiltonian Monte Carlo;Software;https://github.com/ChristofSeiler/curvature;2017;2ED591EA-5485-47BF-AA8C-BD24639AFB20
136598;Consultation of the Scottish Government on the proposed control measures in phase 3 of the national BVD eradication scheme.;;;;;;;;;;BVD: Consultation on control measures;Expert/reviewer activity;http://www.scotland.gov.uk/Topics/farmingrural/Agriculture/animal-welfare/Diseases/disease/bvd/eradication/ProDec2012;2012;AB10FCF0-BFCD-49DE-A4C0-4518129535A3
135314;This report summarizes the recommendations formulated by the NCCR North-South research group on protected areas and indigenous peoples in South America, on the base of four case studies, two in Bolivia and two in Peru;;;;;;;;;;Protected areas and indigenous peoples in Bolivia and Peru: overcoming obstacles or considering alte;Expert/reviewer activity;;2012;A31915AC-CE3E-4A89-A63E-BCD882E30452
133496;;;;;;;;;;;Neue Internet Seite der Wyss-Coray Gruppe;Software;http://twclab.stanford.edu;2010;54C46034-0916-4774-81E7-EA10C743AFA1
139400;;;;;;;;;;Other administration / public sector;Reviews for peer-reviewed journals;Expert/reviewer activity;;2012;A20E3002-DE60-4C61-A935-B5CD4962693F
144834;;;;;;;;;;;Pediatric Growth Charts App;Software;http://p2.github.io/growth-charts/;2013;A1284A4E-8BD3-4683-A262-8DE64F46A23C
144834;;;;;;;;;;Other administration / public sector;"SMART-Indivo App Challenge: Sitz im Review-Panel der mit 10,000$ dotierten ""SMART-Indivo App Challenge"", organisiert von der ONC-Behörde (Office of the National Coordinator for Health Information Technology (ONC), U.S. Department of Health and Human Services (HHS)).";Expert/reviewer activity;http://www.health2con.com/devchallenge/smart-indivo-app-challenge/;2012;E3484494-0FF9-47C5-B7EC-2F669C73BCC1
144834;;;;;;;;;;;Redland Objective-C RDF Wrapper;Software;https://github.com/p2/Redland-ObjC/;2012;A16953D4-8712-4FA8-8734-DBDEE602A3BE
144834;;;;;;;;;;;SMART iOS Framework;Software;https://github.com/chb/SMARTFramework-ios/;2012;94E85756-D87F-4484-8011-B70B65DE6215
142337;;;;;;;;;;;"Partial code of the prototype related to the paper:
Automated Testing of Cloud-Based Elastic Systems with AUToCLES
A. Gambi, W. Hummer, and S. Dustdar
In Proceedings of the 28th IEEE/ACM International Conference on Automated Software Engineering (ASE),
November 11-15, 2013, Palo Alto, California (USA)";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://github.com/whummer/AUToCLES;;69046016-A95C-44D2-8F49-6BFF94ED6B52
142337;;;;;;;;;;;"Source code of the prototype related to the paper:
Iterative Test Suites Refinement for Elastic Computing Systems
A. Gambi, A. Filieri, and S. Dustdar
In Proceedings of the joint meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering (ESEC/FSE)";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://github.com/alessiogambi/iter;;5728FF44-D6A8-434A-818D-C70121AE0611
142353;Advisory board member: Open Collaboration Data Factory (NSF Grant 144920).;;;;;;;;;Other administration / public sector;National Science Foundation of the United States;Expert/reviewer activity;;2014;1111B187-0FDF-42C7-BA45-565B0E0936CD
143947;;Martel, Julien;;Research institution;;16170546.2 - 1902;Universität Zurich;Pending;2016-07-07T00:00:00Z;;Parallel High Dynamic Range Imaging and Tone Mapping;Patent;;2016;E5B3994A-E82B-45FB-94BA-6BCE59243E19
121945;;;;Research institution;;;;;;;The Connectome Mapping Toolkit (CMTK);Other copyrights;http://www.cmtk.org;2011;5622CA5F-350D-4E71-BF78-ED014018B992
149828;;;;;;;;;;;Algo4U;Start-up;http://algo4u.ch;2016;106B86CD-4E73-4C8B-B1C5-F5E76569225E
149828;;;;;;;;;;;HART: a new software for electro-mechanical cardiac simulations;Software;http://ccmc.usi.ch;2017;56081220-5E01-43D2-A8D8-E1E0FE11ECF1
153210;;;;;;;;;;;In the course of this research project, a special device to adapt the laboratory violin in standardised positions was developed in collaboration with the company Manufactory (Schlieren, Switzerland). This device will be further developed in the context of future research projects for other instruments.;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;7D3E9B9A-A278-4496-B948-C80DC7F54905
141263;;"Castagner, Bastien; Ivarsson, Mattias; Leroux, Jean-Christophe";;Research institution;;Eur Pat Appl EP 16164300.2-1451;;Pending;2016-07-16T00:00:00Z;;4,6-di-(O-thiophosphate)-inositol-1,2,3,5-tetra-O-sulfate for C. difficile infection;Patent;;2016;31046741-90FA-49A8-A2A7-EC65690AA6FB
176007;;;Software;;;;;;;;OTOPLAN (inner ear access module as part of OTOPLAN software);Licences (software and other);https://www.otoplan.ch/;2019;8965CE71-5B45-46C9-BFC2-F41D98CE9CA1
163456;;;;;;;;;;;Update of the partykit R package;Software;https://r-forge.r-project.org/projects/partykit/;2017;1B1C186E-CD45-4C59-A676-E66CE7F78531
130543;;;;Research institution;;PCT/IB2010/051345;;;2010-03-28T00:00:00Z;;"MICROSCOPY IMAGE RESOLUTION IMPROVEMENT BY DIGITAL PROCESSING OF COMPLEX FIELDS""";Patent;http://www.epfl.ch;2010;EA2CC746-FF5D-4589-8F83-64444E52345B
162108;;;;;;;;;;;"Development of a nano-positioning stage with high-resonance mechanical frequencies.
We designed and developed jointly with Janssen Precision Engineering a new positioning stage customised for our application.
The new design, bringing significant improvement, has been back-integrated into JPE's line of product under the CPS-HR3 name.";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://www.janssenprecisionengineering.com/page/cryo-positioning-stage-high-resonance/;;D83F5304-B2AA-4D89-89EE-8B3ED3CC2633
179510;;"Koch, Gilbert; Pfister, Marc; Schropp, Johannes; Steffens, Britta; Szinnai, Gabor";;Research institution;;EP21206570.0;"UniTectra ";Pending;2021-11-04T00:00:00Z;;Method, System and Computer Program for Computation of Optimal Individual Dosing Regimen, particularly Subject to Clinical Constraints;Patent;;2021;5CB72824-7546-4F26-B055-EC4E2AECED8C
170280;;;;;;;;;;;R package RSTANBF;Software;http://doi.org/10.5281/zenodo.4404588;2020;A48CF340-1DCF-492E-BC4C-F749C5D7EF44
141263;;;Other;;;;;;;;License to Inositec;Licences (software and other);;2015;A76EF7DA-6126-46DA-AF99-C4932B172B01
166243;;;Software;;;;;;;;ExpReal;Licences (software and other);https://github.com/rfdj/ExpReal;2020;4CBC3693-4547-4456-9FB1-008073254C31
165949;;"Luedtke, Nathan W.; Mac Eoin, Paul";;Research institution;;PCT/EP2019/067074;;Pending;2019-06-26T00:00:00Z;;Methods and Reagents for CrossLinking Cellular DNA and RNA via Strain-Promoted Double-Click Reactions;Patent;;2019;D72B5A05-86D0-40A9-BADF-FFF42E89CB64
179086;;"Guiducci, Carlotta; Porro, Gloria";;Research institution;;WO2021053649 (A1) ― 2021-03-25;EPFL;Pending;2021-03-25T00:00:00Z;;DEVICE AND METHOD FOR PRE-TERM BIRTH RISK ASSESSMENT;Patent;;2021;892B7B7A-F61A-4457-9090-12B4098C7929
179086;;;;;;;;;;;"Teaching Materials: Experimental setup and procedures for microparticles based immunoassay development in microfluidics used in the framework of the course:
EPFL BIOENG444 Advanced Methods in Bioengineering Laboratory 
";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;539249E7-AA3A-400B-9054-93F15D256E75
179086;;;;;;;;;;;"Experimental methods for the fabrication and use of microfluidic devices for the sorting of single cells based on their size and other physical parameters  in microfluidic chips.
";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;0332323E-27C0-4BE0-B05F-9234EFEF7F26
176007;;;;;;;;;;;"Auf der Basis einer langfristigen Zusammenarbeit mit dem Zweck der Etablierung der robotischen CI arbeitet das Team und der Antragssteller gemeinsam mit einem Industriekonsortium bestehend aus CAScination, Medel, Inomed zusammen. Auf der Basis bereits erteilter Patente und erfolgreicher lizenzierung dieser Patente werden die im Projekt entwickelten und untersuchten Verfahren und Ansätze in klinisch nutzbare Medizintechnologien überführt. 
";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;E598F7CB-D0E9-4FE2-8C56-022375921E65
130518;;;;;;;;;;;Tumour Specific Nanosensitizers for Multi-modality Optical Diagnostic Imaging and Therapy of Oral Ca: Site visit + report;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://www.sfi.ie;;B64EEA93-D8EE-4847-8B1C-C8A7CFD441D1
170032;;;;;;;;;;;Action Potentials (The startup will be established during the next weeks);Start-up;;2022;633AB563-2C69-416D-84B6-FE635EF16F6C
150170;;Carreira, Erick;;Research institution;;15003213.4-1454;ETH;Pending;2015-11-15T00:00:00Z;;TRIFUNCTIONAL CROSSLINKING REAGENTS;Patent;;2015;55FB7D9E-642B-486C-A839-FFC00E5915EB
163456;;;;;;;;;;;model4you R package;Software;https://r-forge.r-project.org/projects/partykit/;2017;FC13A3CC-9F38-4D98-A541-71509F0EE3FF
183585;;"Aegerter, Christof; Selvaggi, Lara";;Grant holder / project staff;;P-12233EP;"Aegerter, Christof; Selvaggi, Lara";Pending;2020-02-01T00:00:00Z;;CAARMA – Computer Aided Ample Range Magnetic Apparatus;Patent;;2020;29F20ADE-C23E-4E84-B575-3E2B4ED65A7B
163456;;;;;;;;;;;palmtree R package;Software;https://r-forge.r-project.org/projects/partykit/;2017;391BF2D4-0C0B-4762-801D-5CA298A1B97C
141300;;;;;;;;;;;MatLab code ofr Riesz texture analysis is available as open source;Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://publications.hevs.ch/index.php/publications/show/1373;;EE9FC906-4F35-4B42-815F-8AFE697011D7
179086;;;;;;;;;;;"Experimental setup and methods for single cell manipulation and electrorotation. 
";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;8060A4D8-8266-41DE-AD22-449B3C584195
166243;;;;;;;;;;;"Prototype of the narrative simulation produced within the Carezheimer project.
Version of November 2020.";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);http://82.76.76.135/GameBuild_0.10/;;3EC52A8B-D24E-48AC-8A91-429D499EF02E
179086;;;;;;;;;;;"Finite element simulation model to predict the trajectories of micro and nanoparticles in microfluidic chips combining electrokinetic forces and fluidodynamic phenomena. 
";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;61942928-B6C4-4778-91C0-27455C2A7CF5
172718;;;;;;;;;;;Celerato;Start-up;https://www.celerato.ch;2021;98338FB6-B577-451C-8113-7B805126D52C
179086;;"Guiducci, Carlotta; Thiriet, Pierre";;Research institution;;EP3919171;Ecole Polytechnique Fédérale de Lausanne;Pending;2021-12-01T00:00:00Z;;Dielectrophoresis Detection Device;Patent;;2021;48C9DCAB-B63A-49FF-BCBD-2D8745F735D3
179086;;Guiducci, Carlotta;;Research institution;;PCT/IB2020/059823;Ecole Polytechnique Fédérale de Lausanne;Pending;2020-10-19T00:00:00Z;;PARTICLE-SORTING FLUIDIC DEVICE AND METHODS FOR USING THEREOF;Patent;;2020;4229CEFD-6E0B-4B96-A9A1-2F87BEBC6478
179086;;;;;;;;;;;"Methods for the microfabrication of microfluidic chips with the integration of microelectrodes for exerting microfluidic forces in the microscale.
";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);;;2CB50A35-FFFB-475E-B75C-36911BA3888A
176584;;"Komagata, Kenichi; Schilt, Stéphane";;Companies;;GB2017556.8;IRsweep AG;Pending;2021-11-06T00:00:00Z;;Dual-comb spectrometry;Patent;;2021;63ACCA80-65EC-47A1-9E8A-309DAA02A49E
176007;;;Other;;;;;;;;Robotic cochlear implantation, commercial product HEARO;Licences (software and other);;2018;860E832E-DCED-4D3E-8B9A-7899270F8A47
163456;;;;;;;;;;;Data cleaning code for PRO-ACT database in TH.data R package;Software;https://cran.r-project.org/package=TH.data;2016;BBE6A267-5030-4A68-AF17-B5354D8DEBC1
130543;;;;Research institution;;EP 11175966.8;;;2011-07-29T00:00:00Z;;APPARATUS AND METHOD FOR QUANTITATIVE PHASE TOMOGRAPHY THROUGH LINEAR SCANNING WITH COHERENT AND NO;Patent;http://www.EPFL.ch;2011;DD65693B-12A8-4090-8B75-B28D3FE821F1
170280;;;;;;;;;;;R package RDIRDIRGAMMA;Software;http://doi.org/10.5281/zenodo.4404592;2020;C1377B9B-E496-456B-9958-B2D7A877BE3F
182438;;"Ferreira Queiroz, Emerson; Gindro, Katia; Huber, Robin; Perron, Karl; Soldati, Thierry";;Research institution;;EP20172403.6;University of Geneva, Switzerland;Pending;2020-04-30T00:00:00Z;;Anti-bacterial and anti-viral compounds;Patent;;2020;2EEF5152-A3F4-4D1D-8361-5F5BF3B7A537
141283;;;;;;;;;;;"Fetal MRI processing ""Medical Image Analysis Laboratory Toolkit"" oriented to research only. This toolkit consists of a set of C++ image processing tools based on the open-source image processing Insight ToolKit (ITK) library. MIALTK consists of a set of tools necessary to perform the whole fetal MR image reconstruction pipeline where all algorithms and methods for brain localization and extraction, intensity standardization, motion estimation, and super-resolution have been implemented.";Others (e.g. unlicensed products/procedures, prototypes, demonstrators, teaching materials);https://tourbier@git.epfl.ch/repo/externalmialtoolkit.git;;991DD180-2A3D-4B33-BEE9-DB42E530316C
