Award_InvolvedPerson;Award_Title;Award_Year;AwardId;GrantNumber
Rosenthaler, Lukas;Wissenschaftspreis der Stadt Basel;2013;1A3E77EB-8841-4243-807A-16E2B688B86A;137929
Bachmann, Dörte;Hans Vontobel Award;2015;F32D6870-B7C7-45FE-9C23-34F66EA7F6EE;131194
"Dobrev, Ivo; Röösli, Christof";1st Poster Prize at the 6th International Congress on Bone Conduction Hearing and related Technologies (OSSEO);2017;64AF200B-86E0-4A7F-B94E-5560853CA40B;166377
"Dobrev, Ivo; Röösli, Christof";Posterpreis 2019 am MED-El Workshop in Kitzbuehl.;2019;9B318328-8CE5-4EE0-8809-C2FE815EFACC;166377
Sennrich, Rico;Mercator Award der Universität Zürich;2013;C0AA3ACE-BE5B-4CDF-BF8A-3314B39B90D2;137766
Heule, Rahel;Gorterpreisträger. Die Deutsche Sektion zeichnet mit dem Gorter-Preis die beste Arbeit eines jungen Wissenschaftlers aus der Medizin oder einer Naturwissenschaft aus. Es können Diplom-, Doktorarbeiten sowie Originalarbeiten oder Gleichwertiges auf dem Gebiet der biomedizinischen Magnetresonanz eingereicht werden.;2015;94B2F2DC-0103-4C5E-8F95-6E34A0CAD328;132906
Schneider, Paul;"Jack Treynor Prize awarded by the Qgroup for ""Low Risk Anomalies?"" with Christian Wagner and Josef Zechner";2015;E039C483-9035-44E5-810C-E2257998BD8A;150196
Heule, Rahel;Gorter Award of the German Chapter of the ISMRM for the best dissertation of a young scientist in the field of medicine or science;2015;B3AFEACC-3BFD-49B1-A5BA-4FF7945355BB;153332
"Steiner, Patrick; Wolf, Sebastian";Biomedical Engineering Day SICAS Best Poster Award;2013;CC9D551D-3489-4382-B696-D679372DE8B5;141189
Formica, Florian;Best oral presentation, WITE Meeting in Würzburg, Germany;2015;EC4E947B-0401-444C-AEB9-C3F6ABB5F867;159783
Riener, Robert;Hans-Eggenberger Preis (Tobias Nef);2008;A3FA02FA-F646-4711-8F95-198105A7BA53;120621
"Fountoukidou, Tatiana; Sznitman, Raphael; Wolf, Sebastian";IPCAI Best Paper Award runner-up;2018;D0C4CFDF-720A-4E34-A984-9D82B5D17EA3;163306
Asangbeh, Serra Lem;"PhD student Serra Asangbeh received a Swiss Government Excellence Scholarship ";2019;B6BECC3F-9C53-472E-AFD5-CC37CDF5BB2B;177319
"Moumoula, Issa A.; Ouedraogo, Abdoulaye; Pari, Paboussoum";"UNESCO Chair Award “Prix Sud 2019” ";2019;7C855580-EC14-4C06-AE45-A50A2AEBBA73;177295
Mengue, Marie-Therese;"Espace utilisé pour saisir les qualifications scientifiques obtenues par les collaboratrices du projet basées dans les pays partenaires au Sud

Mahamat Iyama, Master en Développement et Management des Projets en Afrique, Université Catholique d'Afrique centrale, Yaoundé, Cameroun

Titre du mémoire ""FOOTBALL FEMININ ET RECONFIGURATION DES RAPPORTS SOCIAUX DE SEXE AU CAMEROUN : Analyse des stratégies de négociation de la pratique footballistique chez les Louves de Yaoundé""
";2021;8839902E-93D8-448C-BCEF-9E5A9FC44C85;177296
Mengue, Marie-Therese;"Kettio Momo Mathilda, Master en Développement et Management des Projets en Afrique, Université Catholique d'Afrique centrale, Yaoundé, Cameroun.

Titre du mémoire ""DYNAMIQUES DE GENRE ET FOOTBALL FEMININ AU CAMEROUN. 
UNE ETUDE A PARTIR DU CAS DES RECRUES U-17 DE L’ACADEMIE DES RAILS DE YAOUNDE""
";2021;1DF4A7BD-8F83-45D3-8B84-10EFA856B778;177296
Bucheli, Thomas;Recognition for collaboration by CENSA to Eva Reinhard (Director Agroscope) and Thomas Bucheli (Head of research group Environmental Analytics).;2019;7CD6B490-9125-408C-AE62-8D5583BF20A6;177481
Asangbeh, Serra Lem;"SSPH+ Science Flash Talk Award

https://www.ispm.unibe.ch/about_us/news/ssph_scienceflashtalk_winner/index_eng.html

";2019;698D06C0-8278-4C7C-9B65-171065C3CFEB;177319
"Gribovskiy, Alexey; Mondada, Francesco";"ECAI 2012 Best Demo Award for ""Autonomous construction with a mobile robot in a resource-limited environment: a demonstration of the integration of perception, planning and action""";2012;AE66A9A7-539F-45DE-824A-6A588F799DEA;134317
Mondada, Francesco;"Intelligent Autonomous Systems (IAS-2014) Best Paper Award for ""Autonomous Construction with Compliant Building Material""
2014";2014;0F427269-F577-48C0-973A-879DC6067210;134317
Sommer, Lukas;"«Steuer-Gen im Melanom identifiziert»
Stiftung Pfizer Forschungspreis, 7.2.13
Onkologie
Dr. Olga Shakhova; Universität Zürich";2013;70F4D8CF-DDE8-4E24-8D4F-C4C0829B8FD6;128005
Peters, Antoine Hendrik Felix Marie;EMBO Membership;2014;6A28FDAF-A3C5-4CCD-8FBC-F951EBCD42E8;128131
"Di Santo, Stefano; Widmer, Hans Rudolf";Poster Prize Annual Meeting of the Department of Clinical Research, University of Berne, Switzerland. Best Medical Student Poster given to Anna-Lena Fuchs.;2012;21055632-851C-4ED1-B621-03B4C6A31C89;128124
Nimeskern, Luc;Scholarship;2011;08402689-07AB-4B73-BBC4-860CEE83FF37;131009
Herrera, Pedro;Gerold & Kayla Grodsky Award, from the JDRF;2011;D8A76FB0-2882-4B94-A5D0-675D047EA47B;128056
Bavelier, Daphné;Klaus J. Jacobs Foundation Research Prize;2019;327F4859-E0F3-4934-9262-EEDD987CF97F;185532
Schibli, Roger;"Springer Prize for Best Paper 2018: 
Christoph A. Umbricht, Martina Benešová, Raffaella Schmid, Andreas Türler, Roger Schibli, Nicholas P. van der Meulen, Cristina Müller. 44Sc-PSMA-617 for RadioTheragnostics in Tandem with 177Lu-PSMA-617 – Preclinical Investigations in Comparison with 68Ga-Based PSMA Ligands. EJNMMI Research 7 (2017), 9.";2018;A487A8A3-C58C-4A3F-A020-A4072219CDA5;156800
Isaikina, Polina;J.C.W. Shepherd PhD Prize for Scientific Excellence;2022;1FF31168-C836-4E6C-B473-51B7E80EA4D7;200298
Phadke, Vandana;Travel Award;2022;8D05DBBE-3402-49A4-B632-C3ED9D5BEC5F;200275
"Gracheva, Nadezda; Schibli, Roger";"Marie Curie Award 2018 for the work entitled:
Terbium-161 Application for PSMA-Targeted Radionuclide Therapy of Prostate Cancer
Cristina Müller, Christoph A. Umbricht, Nadezda Gracheva,  Peter Bernhardt, Roger Schibli, Nicholas P. van der Meulen.

";2018;3EE6941A-37C1-469A-9E22-00CD3E710587;156800
Steinfeld, Aldo;"Elected to the Pan-American Academy of Engineering

http://www.academiapanamericanaingenieria.org/";2016;C96408D9-3D5F-4BF4-93BE-296BD7F3A10B;156474
Dshemuchadse, Julia;Max-von-Laue-Preis;2015;132AF8B9-99B3-4717-813D-D9525919D831;152128
Ricci, Maria;"Professor René Wasserman Award 2016

“For the development of precise atomic force microscopy studies that have unveiled the limitations of the classical description of water at solid interfaces, and have shown the existence of long-lived entropy-driven ionic structures within the Stern layer.”

https://actu.epfl.ch/news/professor-rene-wasserman-award-2016-maria-ricci/";2016;3FDF7E15-8CC7-4E4F-B1EF-4E41B4DF35A4;162114
Pizzochero, Michele;Postdoctoral Travel Award, Division of Materials Physics (DMP) from the American Physical Society (APS);2022;937E738F-C789-4256-8C74-4DF07B44DB27;191706
Klaus, Federica;Association for Women in Science San Diego (AWIS-SD) UCSD Extension Award 2019;2019;19E78668-7807-4019-88C3-C5FC4835130A;181506
Germann, Luzia Silvana;Dectris Award for oral contribution at CEMWOQ-6.5;2020;FC9D3F92-5319-4D3D-B3CE-90C68C3B1E70;187638
Sun, Lei;SNSF Postdoc Mobility grant, P400PB_199262;2020;1876E2A2-173A-4322-9914-D56D22781BE1;184252
Florini, Francesca;Poster Prize for the XXXII Molecular Parasitology Meeting;2021;DF5A3976-91E1-4E3B-AF13-A94F9BCA7696;191777
Baldini, Edoardo;Materials Research Society (MRS) Postdoctoral Award;2020;F4B7B9B9-EBA4-4F6E-B138-3ADC8B0F09F2;172290
Greuter, Thomas;"Research Advancement Prize (“Prix D`Encouragement”) of the Swiss Society of Gastroenterology (SGG) ";2017;A7438BF6-D06A-443F-BEBD-516501CFC41D;168561
Gebert, Luca;Postdoctoral fellowship of the Novartis Foundation for medical-biological Research;2016;9A82BD86-854E-4AC7-9AD6-FB2B136A014F;155572
Volpi, Michele;"IEEE Geosciences and Remote Sensing Letters, 2015 Best Reviewer Award ";2015;17122587-D9D9-4639-8C22-382A2E72DFE7;148432
Panousis, Nikolaos;ASHG/Charles J. Epstein Trainee Award for Excellence in Human Genetics Research (Semifinalist);2018;BFFD8622-4129-4564-ABD7-20CE42BB33AA;178005
Frei, Angelo;Poster Award - CASB Symposium 2019;2019;463A7B27-FD41-4443-A4A2-E1226208B309;177997
Rozot, Virginie;SAIS Scholarship to attend SAIS conference in february 2014;2014;5882BBAA-106B-40B5-B8E9-2A6F5D094156;151778
Fischer, Susanne;Peer Mentoring Program of the German Society for Behavioral Medicine and Behavior Modification;2018;14587FFF-868B-441C-BADF-5BE290F757A7;158701
Keller, Sandra;"Best Poster Award at the 14th annual INGRoup Conference, July 18-20; Lisbon, Portugal";2019;F8FE27EB-C575-4572-8B79-FACCAF0711F5;178574
van der Weijden, Vera;ETH medal;2020;20FDC6FD-8C8B-4292-B7B5-A1A6E702DCDF;195682
Wälti, Marielle Aulikki;Nancy Nossal Fellowship Award, NIH;2016;C6FCC64E-A9B0-41FE-8583-AFD15825225A;162275
Jansze, Suzanne Maria;"Young Scientist Award 1st place.
At the Science and Technology for Meat Analogues conference.";2021;32366335-D019-458F-8258-5BAE5B3D4698;184448
Stein, Christopher;Wiley VCH / ACS COMP Section Outstanding Postdoc Award;2020;55943A33-ED8C-4A0F-B39B-4B0795713FD6;181597
Bocksberger, Sophie;Humboldt Research Fellowship (24 months);2019;5C3015B6-3306-47F4-AD27-58C574162FA6;178170
Läubli, Nino;College Research Associate, Homerton College, University of Cambridge, Cambridge, UK;2021;F8DFE8BB-DF08-4174-BD09-B2EC6AAF51CA;199843
Hodel, Adrian;3rd European Journal of Cell Biology prize for the best three short-talk by junior scientists - DGZ INTERNATIONAL MEETING 2021;2021;D15528EF-8A44-4034-9636-DD100ADEE9E4;187634
Marti, Emilio;"Best Dissertation Award der ""Social Issues in Management"" Division der ""Academy of Management""";2016;F2D69358-7048-498D-9F4B-FB1693E9CEBF;155159
Seiphoori, Ali;"MIT Civil & Environmental Engineering department award for postdoc research starting from September 1st, 2016 for a period of four months to fill the gap between my EPM program funded by SNSF and my submitted APM application with number P300P2_171250.  ";2016;EF8DDA89-E463-4198-99D3-5C207B334BF9;158943
Kita, Katarzyna;Travel grant, FENS-IBRO/PERC;2020;6A51D5FA-4212-46B0-8C57-1ABD8E46C1FD;174018
Tan, Kelly;DebioPharm;2012;61523749-49F1-452F-908A-0C9244F2227A;142663
Tegethoff, Marion;Steven Karger Publikationspreis 2012;2012;961D8A3E-8FE2-46C5-9272-5F1762CEEEC5;137023
Spycher, Ben;Outstanding Abstract by a New Investigator. International Society of Environmnetal Epidemiology. Annual Congress 2014. Seattle, USA, Aug 24-28.;2014;A64EA03F-27F3-427E-A1AC-383148F77E38;147987
Zenker, Olaf;"Appointment to the ""Consultative Committee"" of the Department ""Law & Anthropology"" at the Max Planck Institute for Social Anthropology";2014;0224AD4B-7A9F-49E6-A660-094ECAE77B63;137094
Zenker, Olaf;Appointment as Junior Professor at the Institute of Social and Cultural Anthropology, Freie Universität Berlin, Germany, beginning on 01.01.2015.;2014;EB439582-9F70-4625-8AF1-D540046F1C29;137094
Gehring, Kai;CESifo affiliate member. I was accepted in 2020 as an affiliate member of the CESifo, which is an international renowned network with its center in Munich. In 2021, I was also accepted as an affiliated research professor.;2018;29DD3B2B-187B-4830-A9A7-6C932BC01112;174049
Mauger, Oriane;Research Fund of the University of Basel for Excellent Junior Researchers;2021;6BCA40E3-300D-4F9D-A665-5F1EF46D35D1;174153
Castets, Perrine;FSRMM grant;2015;0D48524E-90E8-4532-BEA7-65B952D308FD;154753
Oppi, Sara;2nd best poster price at the Cardiology Update Course 2019;2019;FF1243CB-2BB2-46D3-8F4D-54DD35B8DC9C;161521
Margolis, David;Edmund Optics Research and Innovation Award;2012;8A623CD0-574E-42BC-A4E3-8CE1AD335FB1;126388
Eeftens, Marloes;"Best speedtalk at ISEE Young 2021, 18 February 2021 (Alexandra Bürgler): ""Beyond Seasonal Suffering: Effects of Pollen on Cardiorespiratory Health, Cognitive Performance and Allergic Symptoms""";2021;918236F1-00AA-4C86-9D16-8971A8879B4B;185864
Hediger, Karin;Short-list for the teaching excellence award at the Faculty of Psychology, University of Basel, in the category “Modern Scholarship”;2019;6FDA4CC6-5E53-40CB-8546-F3D12431B7DE;174082
Mous, Sandra;Best poster prize sponsored by marXperts GmbH and Refeyn at the FEBS advanced course “Biomolecules in Action II” in Hamburg.;2019;41CF1B51-4812-4116-8073-040DB3EC4966;174169
Grosser, Tobias;"Polly Labs got recognized as Google Summer of Code Organization (2017)

Grants were given to students directly";2017;F29AE52F-8C5D-45DA-A313-31D1892B0BFC;168016
Berton, Cesare;Best Poster Presentation Award (Swiss Photochemistry Symposium);2022;104EDC11-C74D-45F1-8BE2-79125DEE28A5;180008
Berton, Cesare;Best Talk award (Swiss Snow Symposium);2023;60DAEE71-7A44-45BE-9C01-B89C78B5AD38;180008
"Koush, Yury; Scharnowski, Frank";Travel Award of the Organisation for Human Brain Mapping;2013;CEE47842-2369-4746-8D61-9416E6FD5D86;131932
Sainz Martínez, Cristina;"Student Participation Award from the Medical Image Computing and Computer Assisted Interventions (MICCAI) Society ";2021;C51CB1C1-01EE-4C9A-9D49-44D4CBD6018F;185909
Bellone, Camilla;Fondation Gertrude Von Meissner;2012;FA3E19C2-08FD-430E-98CD-AF3ABC5978E4;131736
Vergauwe, Evie;APS Rising Star (Association for Psychological Science);2015;1CE659AC-5EFC-410A-AACB-41775F38BA36;154911
Stuart, Michael;Abilitazione Scientifica Nazionale (Italian National Scientific Qualification) in Logic, History and Philosophy of Science (Professore Associato level);2020;155571F3-0A6A-4EA7-AC5E-E07773643C8A;179986
Stimm, Johanna;Summa Cum Laude Merit Award der International Society for Magnetic Resonance in Medicine;2020;8A10DCF1-E1DF-48F8-8637-03E7633A66A3;174144
Katan, Mira;"Dissertation Award of the Faculty of Medicine at the University of Basel to Karl Fronzek 
(Promotionspreis der medizinischen Fakultät der Universität Basel)";2014;0C1A8034-310B-4081-BC8F-2B6400397C5A;142422
Roldan Velasquez, Sara Tatiana;West of Scotland RSC Local Section Travel Bursary;2020;16E9137A-01EB-4235-A666-44064D8BA180;177995
Spiaggia, Giovanni;Swiss Nanoconvention 2019 Image Contest;2019;5A762011-9354-40D2-9F73-8DE71F6B3200;177995
Roldan Velasquez, Sara Tatiana;Mac Robertson Postgraduate Travel Scholarship;2020;A635D677-21EF-48CF-B770-27ED1903737A;177995
Latorre, Daniela;“Paul Pettivano Fellowship”, Association Monegasque contre les Myopathies;2021;C5F55A76-247F-420F-92F2-A287B9DFAE7F;185742
van den Brandeler, Emnée;"Emnée van den Brandeler won the Vonne Lund junior researcher prize 2021 at the EurSafe Congress, for the oral presentation and paper: “The political turn of the animal ethical discourse – the need for a virtue ethical approach” https://www.wageningenacademic.com/doi/epdf/10.3920/978-90-8686-915-2
";2021;73C86296-7A84-41CB-9DF0-15C0DC927748;179826
Eggel, Matthias Stefan;"Dr. Dr. Matthias Eggel won, together with other scholars, the Vetucation award 2021 for the Online Course 'The Ethics of Animal Research' (Veterinary University Vienna, Austria)
";2021;CA1B7DAA-AC24-42FB-9357-344F96188A16;179826
Rappaz, Yoan;Dean's Award for Excellent Teaching;2022;99DB590E-310A-40E4-8777-5B30BC80284E;185863
"Le Boeuf, Adria; Meurville, Marie-Pierre";Best Paper of 2021, Myrmecological News;2022;C3DCC5A1-1E98-434C-ACEE-7CD8DD127475;179776
Meurville, Marie-Pierre;MT180 Fribourg 1st place;2021;E8AA082F-50BA-4465-84CA-D19BA4F6EB35;179776
Meurville, Marie-Pierre;"MT180 National 2nd place
";2021;BD9B6324-96C5-47DA-AC3E-A194FFA4466A;179776
Jandus, Camilla;SITC Team Science Award to the Ludwig Cancer Lausanne Branch;2020;13508235-376C-44A0-BE33-8C6E721BBDC2;179727
Perret, Noëlle-Laetitia;"Félicitations du jury à l’unanimité reçues le 22 novembre 2021 lors de la soutenance d’Habilitation à diriger des recherches (HDR) de N.-L. Perret à l’Ecole pratique des hautes études (EPHE) à Paris.
";2021;CBE18C6C-A815-42E3-83E4-20236CA8ADAF;185789
Heisenberg, Lavinia;SPS-Prize in General Physics of the Swiss Physical Society;2018;FBD8C0B0-1709-4931-8B79-077A4FBE6F88;179740
Heisenberg, Lavinia;Prized Simons Emmy Noether Award at Perimeter Institute for Theoretical Physics;2019;A5E10D58-D8BE-4D5E-AF42-98A34BAE7DDB;179740
Heisenberg, Lavinia;ETH Zurich Latsis Prize;2020;D77FABE3-93FC-4966-BAA5-91F3BEFC6B07;179740
Delley, Murielle Florence;"Fellow of ""AcademiaNet ­­– The Portal to Excellent Women Academics""";2023;DDB2504A-9474-47DE-A8FA-6FFDA4FCFDCE;193103
Wyss, Vanessa;Runner's up poster award for Vanessa Wyss at the Swiss Chemical Society fall meeting 2021;2021;554C0A8C-6895-4261-B0C8-0D1B49F19319;193103
Delley, Murielle Florence;Selected participant at the Global Young Scientists Summit (GYSS) 2022;2022;31AD7E72-DD5C-434D-A9C4-2A80801C4636;193103
Flury, Melissa Luna;Doc.CH Grant des SNF basierend auf der im PRIMA Projekt angefertigten Masterarbeit;2021;B602092E-763C-46FF-B004-2FD15B4B266A;179697
Secchi, Eleonora;"Inviation to submit a paper to the ""Soft Matter Emerging Investigators Series"", which will
highlight the inspiring work being carried out by scientists in the early stages of their independent careers in the field of
soft matter.";2021;256F5B6F-817F-4A85-BA39-3682D19BD13F;179834
Savorana, Giovanni;"Poster Prize for the Best Poster presented at the Italian Soft Days 2020.
The prize included the invitation to submit a paper to the journal Soft Matter.
";2020;40653AF5-D696-4E0C-9FF9-C32B2CAFBBC2;179834
Secchi, Eleonora;"Invitation to the 4th World Laureates Forum (WLF) as Young Researcher. WLF is a global gathering of the prize-winners of several major prizes, e.g. Nobel Prize. It will be held in Shanghai, China from October 29th – November 1st, 2021.
The president of ETH Zurich has been invited to recommend three outstanding young scientists to attend the WLF and, lately, the internal committee lately confirmed the invitation for me. ";2021;DD836486-7C9D-42B1-A724-973DD48045D9;179834
Steinfeld, Aldo;"Frank Kreith Energy Award by ASME - American Society of Mechanical Engineers

https://www.asme.org/about-asme/get-involved/honors-awards/achievement-awards/frank-kreith-energy-award 

";2016;845D213D-9E81-490F-AF64-7D8883FDB260;156474
Soldati-Favre, Dominique;Alice and C.C. Wang Award in Molecular Parasitology;2019;DC67B23D-6FC6-40FB-98C6-7DA2607731D0;156825
Nambiar, Malavika Harikrishnan;Best Poster in the track 'Other topics in Biomechanics' for the  work titled 'Biomechanical Simulation Platform for Patient-Specific Refractive Interventions' by ESB 2021;2021;FFE565D5-DDFD-4721-B4B2-05293A9F9265;182975
Boghossian, Ardemis;Nanocarbons Division SES Young Investigator Award;2022;9E3C0E86-AEB9-4ED2-907E-1CE7FB6D6C37;182972
Boghossian, Ardemis;European Society of Photobiology (ESP) Young Investigator Award;2021;C78BAC03-02C4-45FC-ACBF-F12C9E017FB5;182972
Gerber, Sandrine;Chair of the Fall Meeting of the Swiss Chemical Society;2009;DEE4939E-4544-4619-9DBE-D5BF3AAE0E31;124753
Liu, Xiang;China Nano Post-Doctoral Poster Award;2011;C2DD7F66-5F45-4624-A7A5-0B2FE7F461A5;132079
