GrantNumber;KnowledgeTransferEvent_Date;KnowledgeTransferEvent_Event;KnowledgeTransferEvent_InvolvedPerson;KnowledgeTransferEvent_Place;KnowledgeTransferEvent_TargetGroup;KnowledgeTransferEvent_Type;KnowledgeTransferEvent_Url;KnowledgeTransferEventId
172471;2019-02-05T00:00:00Z;Circular Economy Switzerland - Launching the Movement;"Brunner, Dunia; Frankenberger, Karolin; Moussu, Nils; Müller, Joëlle Anina; Takacs, Fabian";Basel, Switzerland;Industry / private companies;Talk;https://www.circular-economy-switzerland.ch/home;A906B8E4-1D05-48AD-9CAB-003BD4951964
172471;2018-11-22T00:00:00Z;Circular Resource Lab - Demo Day Innovation Fair;Brunner, Dunia;Lausanne, Switzerland;Industry / private companies;Workshop;https://www.circularresourceslab.ch;4DBA0FB8-EAFE-4AD3-B0A3-04C765F1FBA6
172471;2018-10-29T00:00:00Z;Circular Vision Session - V-Zug;;Zug , Switzerland;Industry / private companies;Self-organised;;5E467F9C-C27D-4273-AEAF-073046010B82
172471;2021-11-09T00:00:00Z;Schweizer Digitaltag;Desing, Harald;St. Gallen, Switzerland;Industry / private companies;Talk;;1AD527D5-9134-4FD5-8492-D07148A76B7C
172471;2019-11-25T00:00:00Z;Transformation unserer Welt – die Agenda für nachhaltige Entwicklung;Takacs, Fabian;Berlin, Germany;Other foundations / NGOs;Talk;;9761222F-FA48-490C-A247-D2F10EA69B28
160867;2018-11-14T00:00:00Z;"“Proposed solutions to face the challenges of Transitional Justice in order to strengthen social cohesion in Côte d'Ivoire, one year after the definitive withdrawal of UNOCI”. ";Fokou, Gilbert;Abidjan, Ivory Coast;Other foundations / NGOs;Talk;;5368BE7E-9640-4929-9A40-D35695012EA8
177592;2019-09-24T00:00:00Z;Leadership training for SED groups;;Yebuy township, Tanintharyi region , Myanmar;Industry / private companies;Self-organised;;4D6B9A27-D847-4381-87FB-CEE59BC00E62
172488;2018-11-06T00:00:00Z;Naturwissenschaftliche Gesellschaft Thun;Wurz, Peter;Thun, Switzerland;Industry / private companies;Talk;;964CDEFE-C173-4E1F-9F29-A3F558EA5DE8
135227;2012-05-10T00:00:00Z;présentation du travail de chercheur dans le domaine de la reproduction;Nef, Serge;college de Stael, Switzerland;Other administration / public sector;Talk;;6EAF3B01-027E-4179-AB3F-5143E6EAADCB
182650;2022-06-17T00:00:00Z;Nacht der Physik;"Esslinger, Tilman; Fabritius, Philipp; Finger, Fabian; Minguzzi Aranis, Joaquin; Mohan, Jeffrey; Reiter, Nicola Alexandra; Walter, Anne-Sophie; Wili, Simon Christian; Zhu, Zijie";Zürich, Switzerland;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);;500FBAC5-D23D-4926-B9AB-4FD64BB81F22
182650;2022-05-31T00:00:00Z;Labtours, Zürcher Public Relations Gesellschaft (ZPRG);Reiter, Nicola Alexandra;Zürich, Switzerland;Other administration / public sector;Workshop;;35068A5F-91B3-4AC8-B89E-A24C42A3787F
120255;2010-05-06T00:00:00Z;E coli Projekt, Stand der Forschungsergebnisse;;Sempach;Industry and business;Self-organised;;11C2FAEE-B3C2-4319-AE11-819D2E0FDC1E
167218;2017-05-24T00:00:00Z;Swiss Alliance for Data-Intensive Services;Hauser, Christian;Zürich, Switzerland;Industry / private companies;Talk;;A4AA2C52-F990-4417-81DC-A546C70541EC
126643;2012-07-06T00:00:00Z;Statistical tools in Developmental and Health Psychology: Sophisticated ways to analyze longitudinal data and other forms of clustered data structures;;Eötvös Loránd University, Budapest, Hungary;Other administration / public sector;Self-organised;;4C84FA25-2D35-4C5D-BEC1-4F884675605A
126643;2014-06-26T00:00:00Z;When yesterday's consumption strikes back: deviation from usual consumption inversely predicts amounts consumed the next weekend evening;Kuntsche, Emmanuel;Center for Addiction Research of British Colombia, Victoria, Canada;Other administration / public sector;Talk;;AD21C49B-6039-4E25-9788-2B5AADD7B2B9
186426;2021-06-15T00:00:00Z;International Women’s Club, Tel Aviv University;Ranzer, Noa;Tel Aviv, Israel;Other administration / public sector;Talk;;3E1F9E9D-E424-4F9E-BA78-D18A6097B6FA
129712;2010-11-22T00:00:00Z;Seminar at Ilford GmbH;;Marly, Switzerland;Industry and business;;;868D50E0-BCA5-4A46-974F-2AB5E64F6C06
152260;2015-08-27T00:00:00Z;Sound Cabin, Sounds of Ljubljana;;Ljubljana, Slovenia;Other administration / public sector;Self-organised;https://soundsofljubljana.zrc-sazu.si/sound-cabin/;56000E7D-CB7F-42B9-82FD-009CDE9424E8
173868;2019-07-05T00:00:00Z;Tag der Wissenschaft – Wissenschaft im Medizinstudium (Science Day - Science in Medical Studies;"Gvaramia, David; Jakob, Yvonne; Rotter, Nicole";Mannheim, Germany;Other administration / public sector;Poster;;95006C08-9A91-460E-AEA7-D03750E50D8F
132345;2011-09-19T00:00:00Z;"Fallbeispiele aus dem Untersuchungsmaterial wurden als Diskussionsmaterial im Seminar ""Heterogenität: Umgangsweisen mit Differenz und Ungleichheiten"" für angehende Lehrpersonen am Institut Vorschulstufe und Primarstufe der PHBern eingesetzt";Brunner, Bernadette;Institut Vorschul- und Primarstufe, PHBern, Switzerland;Other administration / public sector;Workshop;;DE4DA27F-5B09-4A28-BF80-561CBF54584A
169378;2020-02-13T00:00:00Z;"Ausstellung ""Afrikanischer Buntbarsch #3, Soundscape Texas"", Kunstraum Walcheturm";"Huggenberg, Jan; Meyer, Peter; Rickli, Hannes; Stähli, Christoph; Vuksic, Valentina; Weiberg, Birk";Zürich, Switzerland;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);https://www.walcheturm.ch/archive/afrikanischer-buntbarsch-3-soundscape-texas;D45A47EC-A8E0-427C-8A62-7BEA0A850D83
138926;2013-12-05T00:00:00Z;GIF/VFI event;Zumbühl, Andreas;Fribourg, Switzerland;Industry / private companies;Talk;;867E95E6-03C1-460A-8CB4-DDB58ACE3D35
114923;2013-03-16T00:00:00Z;Brainfair;"Huber, Reto; Kurth, Salomé; Mouthon, Anne-Laure; Olini, Nadja; Ringli, Maya; Tesler, Noemi Agneta";Zurich, Switzerland;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);;07829952-9C10-460E-B4E7-393B3182BCFC
202674;2022-05-21T00:00:00Z;BID Kongress;"Ho, Jasmine Tian-He; Saetta, Gianluca";Medical School Hamburg, Germany;Other administration / public sector;Talk;https://www.vfsk.eu/de/kongress.html;B25F8742-FCA2-4CC7-B85E-0C3E1E8206B0
177351;2023-03-08T00:00:00Z;Familialismus im Spannungsfeld gelebter Realität: Der Blick der Behörde auf Familien mit Verdacht auf Kindesvernachlässigung. Integras Fachtagung: Kinder und Jugendliche zwischen Heim und Psychiatrie. Nahtstellen in der ausserfamiliären Betreuung;Vogel Campanello, Margot;Bern, Switzerland;Other administration / public sector;Talk;;EA91E91B-958B-40B8-82BF-5E46BED99F15
157627;2018-05-05T00:00:00Z;Sur la Faille (artist—scientist transdisciplinary project on earthquakes and related topics);Hetényi, György;Valais, Switzerland;Other administration / public sector;Workshop;https://le-cairn.ch/?page_id=53;62D996D5-94B6-4428-96E7-282C3C1C3A98
177410;2019-10-10T00:00:00Z;Dispositifs de la protection de l’enfant. Comment l’Etat peut garantir les droits élémentaires des enfants ?;Droux, Joëlle;HETS-Sierre HES-SO, Switzerland;Other administration / public sector;Talk;;DB4BCFAE-456A-4434-B973-06EE70D0AFE0
171176;2019-09-05T00:00:00Z;Workshop ‘Research and Writing’	Universitas Tidar Magelang;;Universitas Tidar Magelang, Indonesia;Other administration / public sector;Self-organised;;A602EB04-C817-4C7D-8AEE-567AD80766D6
171176;2020-11-02T00:00:00Z;Geneva Peace Week: Gender and Everyday Peacebuilding -- Livelihoods and Care;"Achakpa, Mimidoo; Kunz, Rahel; Onyesoh, Joy Ada; Prügl, Elisabeth; Rahmawati, Arifah; Rigual, Christelle; Udasmoro, Wening";Geneva, Switzerland;Other administration / public sector;Workshop;https://www.youtube.com/watch?v=MVzygT_PX9A&list=PLHS-tGjeXgqxzpjbCd5-GgN3WBYuU5Q5Y&index=9&t=41s;57A82328-ECD7-427F-9468-25C6BD6A7852
171176;2019-03-05T00:00:00Z;Workshop ‘Research and Writing' Aceh Local Government;;Aceh, Indonesia;Other administration / public sector;Self-organised;;1CC17D27-C1EC-4B34-B8A8-25E80232ED97
171176;2018-06-21T00:00:00Z;UN PoA Review Conference Side Event: Integrating Gender in Small Arms and Light Weapons Through Goal 16.4 of the Sustainable Development Goal;;New York, United States of America;Other administration / public sector;Self-organised;;7AE40412-6862-429C-B994-01C0F111B02D
171176;2019-07-16T00:00:00Z;Workshop ‘Research and Writing’	Fatayat of Nahdlatul Ulama of East Java;;Fatayat of Nahdlatul Ulama of East Java, Indonesia;Other administration / public sector;Self-organised;;5FCDF960-6B87-4141-A050-CD0AAC16ECAB
171176;2018-05-15T00:00:00Z;UN Women Validation Workshop on Training Package on Gender and Preventing Violent Extremism;Rahmawati, Arifah;Jakarta, Indonesia;Other foundations / NGOs;Talk;;5A1073ED-EAA8-43BF-A429-CCFCB9B40581
185631;2021-11-08T00:00:00Z;"Workshop Begleitgruppe ";;Fachhochschule Nordwestschweiz Olten , Switzerland;Other administration / public sector;Self-organised;;D112FED2-C29F-4DD4-B0C2-D2D770B07DC9
139324;2015-03-25T00:00:00Z;Selbstbestimmung bei Entscheidungen am Lebensende – auch bei intellektueller Beeinträchtigung? Altern, Sterben und Tod. Vorlesungsreihe des Zentrums für Gerontologie, Universität Zürich;Wicki, Monika Theresa;Zürich, Switzerland;Other foundations / NGOs;Talk;;3049C631-7170-486E-A432-CD6C9938DAE9
143889;2016-05-03T00:00:00Z;Spring School on Actuarial and Financial Mathematics;"Albrecher, Hansjoerg; Ivanovs, Jevgenijs";Yerevan, Armenia;Industry / private companies;Talk;;144DE5B0-C895-41E1-82E5-CD9882B5E3C3
175880;2018-05-29T00:00:00Z;Visite du Prof. Makgato;"Berger, Jean-Louis; Sauli, Florinda; Wenger, Matilde";Renens, Switzerland;Other administration / public sector;Performances, exhibitions (e.g. for education institutions);;FAB47F26-2AB7-4A0A-8ECD-7DB4389D4E09
148169;2017-03-28T00:00:00Z;Les surprises du cerveau;Magistretti, Pierre;Bruxelles, Belgium;Other administration / public sector;Talk;;9278F028-D1A9-4109-AA1C-4FAE8D9BEA3D
148169;2016-07-01T00:00:00Z;Grant CTI;;Lausanne, Switzerland;Industry / private companies;Self-organised;;BC94297D-76F5-439D-8CF5-29C15A10B097
172550;2017-04-01T00:00:00Z;diverse;;Jungfraujoch, Switzerland;Other administration / public sector;Self-organised;;DCE1D1BC-C4EF-4745-990C-501A6CA4D653
176196;2019-04-14T00:00:00Z;diplôme interuniversitaire consacré aux troubles du neurodéveloppement (TND), sous l’égide de la Société Française de Neurologie Pédiatrique (SFNP);"Diacquenod, Cindy; Petitpierre, Geneviève; Tabin, Mireille";Paris, France;Other administration / public sector;Talk;https://du-diu-facmedecine.umontpellier.fr/diplome-neurodeveloppement-205;0A2A5A5E-7A62-4934-8256-7B97E6709707
132870;2013-03-07T00:00:00Z;Anatomie, Ursprung und Lebensweise der Ammoniten;Klug, Christian;Sankt Gallen, Switzerland;Other administration / public sector;Talk;;06D3F741-7F26-4A54-94F7-E2019995455D
129974;2011-05-06T00:00:00Z;Smart Metering und innovative Energiedienstleistungen;;Zürich, Switzerland;"Administration / politics; Industry and business";;;84BDEF75-4ABF-47D4-9454-5E3316B61434
129974;2010-06-24T00:00:00Z;Customers’ Needs and Customer Behaviour in the Smart Grids context;;Salzburg, Austria;"Administration / politics; Education; Industry and business";;;3186E01B-13EE-4C6D-9CAF-0EA7FFC194C0
140353;2016-09-20T00:00:00Z;"Come si produce un ""Best-seller"". Erasmus, il Nuovo Testamento e l'officina Froben";Sebastiani, Valentina;Basel, Switzerland;Other administration / public sector;Talk;http://www.asri-basilea.ch/pdf_download/2016/Conferenza_dott_ssa_V_Sebastiani.pdf;B5830EA5-67B6-4347-B863-60921E079DE1
144079;2015-02-11T00:00:00Z;Public lecture on Using Microbes to Improve Food Security;Sanders, Ian;Bogota, Colombia;Other administration / public sector;;;5DD127E7-1457-4DC3-B8E6-E15FD727C48F
167195;2018-11-14T00:00:00Z;21. Novartisgesundheits-Forum;Keller, Emanuela;Berne, Switzerland;Industry / private companies;Talk;https://www.novartis.ch/de/21-novartis-gesundheitsforum;ACA97436-3D1B-4333-863D-64109BAFD2F3
167195;2019-03-07T00:00:00Z;Swiss eHealth Forum;Keller, Emanuela;Berne, Switzerland;Industry / private companies;Talk;https://www.e-healthforum.ch/index.php?apid=9054120&jsr=1;64EAFDFB-A1B4-4807-98A0-659785FA725B
143207;2014-07-29T00:00:00Z;SAZ - Werkstattgespräch Forschung 2014;"Hostettler, Ueli; Isenhardt, Anna";Freiburg, Switzerland;Other administration / public sector;Talk;;9468C1D7-D7BE-466F-A6F9-DDFF42764E5F
126426;2011-08-17T00:00:00Z;Vorlesung Blockwoche Bachelor Studiengang '11 an der Militärakademie an der ETH Zürich;;MILAK, Kaserne Birmensdorf;Education;;;52DC5462-611F-422B-882B-341329A378BD
132001;2011-04-21T00:00:00Z;Auswaschungen aus beregneten Fassaden;Carmeliet, Jan;Esslingen, Germany;Industry / private companies;;http://www.tae.de/en/news/artikelansicht/article/auswaschungen-aus-beregneten-fassaden/19.html;CD33D5A3-DFE4-4F09-8204-6273F2432C9F
145115;2013-07-03T00:00:00Z;Table Ronde;Kocsis, Laszlo;UNIL-Lausanne, Switzerland;Other administration / public sector;Talk;;75ADC2A1-42C1-426F-8F5C-4FD496721BA0
132374;2011-04-12T00:00:00Z;Phosphorus: Pollution, resource scarcity and its implications for food security (co-organized with ETH North South Forum);;ETH Zurch, Switzerland, Switzerland;Other administration / public sector;Self-organised;;28873154-56B8-4EC5-B9F2-258B019AC2B0
140250;2013-09-20T00:00:00Z;Melchanchthons Verhältnis zur Basler Geistlichkeit im Spiegel seiner Korrespondenz, im Rahmen der Tagung: Philipp Melanchthon in der Briefkultur des 16. Jahrhunderts;Steiniger, Judith;Heidelberg, Germany;Other administration / public sector;Talk;;9CF017D8-D31D-422D-A2BC-118B0019C76C
140250;2014-08-25T00:00:00Z;Vorstellung Briefwechselausgabe Heinrich Bullingers am „International Congress on Calvin Research“;"Bodenmann, Reinhard; Kess, Alexandra; Steiniger, Judith";Zürich, Switzerland;Other administration / public sector;Talk;;14D9D7DA-9162-40EE-B3FB-0F72EA4A6871
140250;2012-10-19T00:00:00Z;Intervention im Rahmen eines Proseminars, geleitet von Prof. Beat Näf (Historisches Seminar, Universität Zürich): „Die Arbeit mit Archivquellen. Am Beispiel Bullingers Briefwechseledition“;Bodenmann, Reinhard;Zürich, Switzerland;Other administration / public sector;Talk;;F468A429-E4BB-474D-AB44-3A1EB4A740B7
154053;2015-11-20T00:00:00Z;Municipal Solid Waste and Industrial Waste Advisory Board Meeting;;Zurich, Switzerland;Industry / private companies;Self-organised;;2027DB92-3652-45EE-B10E-BA770C6A59EE
154053;2018-03-08T00:00:00Z;Swissmem Technology Meeting;"Haupt, Melanie; Hellweg, Stefanie";Zurich, Switzerland;Industry / private companies;Poster;;B6431AB4-3A5C-4B3F-8772-B7DC3016B2FB
154053;2018-09-05T00:00:00Z;ETH Industry Day;"Haupt, Melanie; Hellweg, Stefanie";Zurich, Switzerland;Industry / private companies;Talk;https://www.ethz.ch/de/news-und-veranstaltungen/veranstaltungen/industry-day.html;7D5E95AC-B8FC-400F-8FFA-6AAC8FD9C0DF
154053;2017-08-29T00:00:00Z;Industrial Waste Advisory Board Meeting;;Zurich, Switzerland;Industry / private companies;Self-organised;;599B00B8-F8EA-4BF3-AFA0-6632B6AF6196
154053;2018-01-25T00:00:00Z;Municipal Solid Waste Advisory Board Meeting;;Zurich, Switzerland;Industry / private companies;Self-organised;;CB2C42BA-3410-47CA-B422-E8A11AA40771
153997;2018-05-29T00:00:00Z;Rencontre Sciences – Industrie sur la transition énergétique;Le Boudec, Jean-Yves;Neuchatel, Switzerland;Industry / private companies;Talk;https://www.cleantech-alps.com/fr/actualites/evenements/details/rencontre-sciences-industrie-sur-la-transition-energetique-0-1475;9452C7B5-63CC-4D6E-939A-B90F042A67F6
193021;2020-03-13T00:00:00Z;Symposium Schwarz auf Weiss. Politische Zeichnungen und Bildräume.;;Zürich, Switzerland;Other administration / public sector;Self-organised;https://blog.zhdk.ch/schwarzaufweiss/;9980BE35-EFBE-4521-91B7-B64F2B586FF4
173808;2023-02-28T00:00:00Z;Wo wollen wir Energielandschaften und wo nicht? Parlamentarieranlass;"Grêt-Regamey, Adrienne; Hunziker, Marcel";Bern, Switzerland;Other administration / public sector;Talk;;35A73957-B17C-49D9-8485-8C8CBC7511F3
173808;2019-05-15T00:00:00Z;"Demonstration des AudioVisual Labs der ETH Zürich und audio-visuelle Simulationen aus dem ENERGYSCAPE-Projekt; PlanSalon vom 15. Mai 2019";"Endres, Laura Sibylla; Grêt-Regamey, Adrienne; Spiehofer, Reto";Zürich, Switzerland;Industry / private companies;Talk;https://www.plansalon.ch/salons/plansalon05/;86C36CAC-1CA2-4962-BBEC-6BB2F99BC597
132001;2011-04-12T00:00:00Z;European Coatings Conference: Novel Biocide Technology V;Carmeliet, Jan;Berlin, Germany;Industry / private companies;;https://www.european-coatings.com/Events/European-Coatings-CONFERENCES/Novel-biocide-technology-V;1BC287DA-A85A-40D2-97E1-5EBFA99E8B7C
160249;2017-05-18T00:00:00Z;Die Siedlungs- und Flurnamen von Teufen;Würth, Stefan;Teufen, Switzerland;Other administration / public sector;Talk;;E9ED615B-BF3E-4CA0-BCD2-38C52914C46A
150302;2016-01-22T00:00:00Z;Amts- und Rechtshilfe in Finanz- und Steuersachen;;Zürich, Switzerland;Other administration / public sector;Self-organised;;F8D7CB33-5201-4EB4-A7CA-08DFC58F6A48
172619;2018-05-26T00:00:00Z;"""Intelligente Materialien"" Nacht der Museen, University of Fribourg, AMI,";Weder, Christoph;Fribourg, Switzerland;Other administration / public sector;Talk;;B446280C-2F66-4B7D-996F-DD754F2D7BDA
134594;2011-11-24T00:00:00Z;Soziale Kompetenzen und ihre Bedeutung für den Schulerfolg;Neuenschwander, Markus;Basel, Switzerland;Industry / private companies;Talk;;A6E91B80-A0BC-4A92-9E82-DAE6F49DD81C
122241;2011-03-03T00:00:00Z;"Conférence de Marc Pavlopoulos, ""Nanotechnology and ethics: why, what and for whom?";;Fribourg, Switzerland;Industry / private companies;Self-organised;;A938F533-AE94-445F-964F-65F20F29F36C
120198;2011-02-11T00:00:00Z;«Waldnamen im Schwarzbubenland», Vortrag im Auftrag des Amts für Wald, Jagd und Fischerei des Kantons Solothurn, Kreisförster Martin Roth, anlässlich der Forstlichen Jahresversammlung Dorneck- Thierstein im Restaurant Engel, Dornach;;Forstliche Jahresversammlung Dorneck- Thierstein;"Education; Other";;;283D1FA4-7941-4013-AB4E-0A922BAC4C64
