DataSet_Abstract;DataSet_Author;DataSet_PersistentIdentifier_PID;DataSet_PublicationDate;DataSet_RepositoryLink;DataSet_RepositoryName;DataSet_Title;DataSetId;GrantNumber
A major focus of ecology is to understand and predict ecosystem function across scales. Many ecosystem functions are only measured at local scales, while their effects occur at a landscape level. Here, we investigate how landscape-scale predictions of ecosystem function depend on intraspecific competition, a fine-scale process, by manipulating intraspecific density of shredding macroinvertebrates and examining effects on leaf litter decomposition, a key function in freshwater ecosystems. For two species, we found that per-capita leaf processing rates declined with increasing density following power functions with negative exponents, likely due to interference competition. To demonstrate consequences of this nonlinearity, we scaled up estimates of leaf litter processing from shredder abundance surveys in 10 replicated headwater streams. In accordance with Jensen’s inequality, applying density-dependent consumption rates reduced estimates of catchment-scale leaf consumption by an order of magnitude relative to density-independent rates. Density-dependent consumption estimates aligned closely with metabolic requirements in catchments with large, but not small, shredder populations. Importantly, shredder abundance was not limited by leaf litter availability and catchment-level leaf litter supply was much higher than estimated consumption. Thus leaf litter processing was not limited by resource supply. Our work highlights the need for scaling-up which accounts for intraspecific interactions.;"Altermatt, Florian; Fronhofer, Emanuel A.; Little, Chelsea J.";10.5061/dryad.3124p62;2020-09-16T00:00:00Z;https://datadryad.org/stash/dataset/doi:10.5061/dryad.3124p62;Dryad;Nonlinear effects of intraspecific competition alter landscape-wide scaling up of ecosystem function;4BB08A8A-5F25-449E-9498-801C127E601A;179089
"";Egloff, Pascal;PRJEB25673;2019-08-01T00:00:00Z;https://www.ebi.ac.uk/ena/data/view/PRJEB25673;European Nucleotide Archive;Engineered Peptide Barcodes for In-Depth Analyses of Binding Protein Ensembles;07D3E15F-E2CA-4A6E-B197-167BF6DA17D2;175192
"";"Eisenring, Michael; Lindroth, Richard. L; Unsicker, Sybille. B";https://orcid.org/0000-0002-4756-7982;;https://orcid.org/0000-0002-4756-7982;Dryad;Within-crown variability in herbivore performance and leaf traits;9D7BF6F9-6C25-4C67-BC6F-05DC6BA40FE2;175254
"Data from an automatic weather station installed on the debris-covered Kennicott Glacier in the Wrangell St. Elias National Park, Alaska, USA, spanning most of the 2019 ablation season (28 May - 22 August 2019).Brief description of the uploaded datasets:KEN_2019_60.csv: Hourly aggregated measurements of air temperature, relative humidity, wind speed and direction, atmospheric pressure, incoming and reflected shortwave radiation, incoming and outgoing longwave radiation and precipitationKEN_2019_AWS_Metadata.pdf: Metedata file describing the station location, sensor setup and measurementsKEN_2019_debris.csv: Debris properties assumed to be potentially applicable for this site (not measured but taken from literature)KEN_2019_VAL_debristemperature.csv: Hourly time series of temperature measurements at known depths within the debris cover close to the station locationKEN_2019_VAL_subdebrismelt.csv: Monthly stake measurements of surface height change (sub-debris ice melt) close to the station location spanning the ablation seasonWe recorded additional meteorological data at the weather station (e.g. vertical profiles of wind speed/direction, relative humidity and temperature; 3D ultrasonic anemometer) as well as subdebris melt, dGPS-surface change and temperature profiles at additional transects for the same period. Please contact the authors in case of interest in any additional data.";"Aschanden, Andy; Buri, Pascal; Fochesatto, Javier; Truffer, Martin";10.5281/zenodo.6424158;2022-04-08T00:00:00Z;https://doi.org/10.5281/zenodo.6424158;Zenodo;Automatic weather station data from the debris-covered Kennicott Glacier, Alaska (May-Aug 2019);03538086-91ED-403E-AEA2-0867D030990B;178420
This repository contains the input files to reproduce the results of the paper mentioned above. Brief summary of the contents of each folder:Environments : This folder has the reference environments that will be used for the definition of the CVEquilibration : Input and output files for the equilibration of liquid water and ice Ih. Distributions of the kernel and equilibrium box sizes for production runs.BiasedSimulations : Input and output files for the biased simulations (production runs).Most of the analysis of the simulations is described in a Jupyter Notebook in BiasedSimulations/Analysis.ipynb.;"Car, Roberto; Debenedetti, Pablo G.; Panagiotopoulos, Athanassios Z.; Piaggi, Pablo M.";https://doi.org/10.5281/zenodo.4673703;2021-04-09T00:00:00Z;https://zenodo.org/record/4673703#.YG-_8PtKjm4;Zenodo;"Data from ""Phase equilibrium of liquid water and hexagonal ice from enhanced sampling molecular dynamics simulations""";D417EA46-B11D-4248-9089-042659C04216;184382
"";Liu, Wenfeng;10.5281/zenodo.2582343;2019-03-03T00:00:00Z;https://zenodo.org/record/2582343#.Xt4-EzozY-U;Zenodo;AgMIP's global gridded crop model intercomparison (GGCMI) phase II CTWN-A archive: priority 1 outputs from PEPIC rice simulations;255F9A3E-C90F-4EB7-A2DA-0209020F5259;175096
"";Liu, Wenfeng;10.5281/zenodo.2582455;2019-03-03T00:00:00Z;https://zenodo.org/record/2582455#.Xt4_ADozY-U;Zenodo;AgMIP's global gridded crop model intercomparison (GGCMI) phase II CTWN-A archive: priority 1 outputs from PEPIC spring wheat simulations;A2233601-96FB-4819-8298-9CDC644D43FA;175096
Structure based alignments and common numbering system for the extra-cellular domain of class  B GPCR.;"Babu, Madan M; Malinverni, Duccio; Pándy-Szekeres, Gaspar";www.gpcrdb.org;2021-01-01T00:00:00Z;https://www.gpcrdb.org;www.gpcrdb.org;Class B GPCR common numbering system;BDFDB5F9-DD30-4322-A6ED-085B39AA3BF9;181910
Over recent decades, the oxygen-deficient zones (ODZs) of the ocean have expanded, affecting marine ecosystems. However, their response to future global warming is poorly understood. In this study, we investigate Cenozoic ODZs dynamics extending back to 60 million years ago (60 Ma) with a special focus on two periods of sustained global warming: the Middle Miocene and Early Eocene climate optima (MMCO, ca. 16 Ma and EECO, ca 52 Ma). The data series include new species-specific, genus-specific and mixed-taxa foraminifera-bound nitrogen isotope (FB-δ15N) and N content data from sediment cores in the Pacific (ODP 872) and Atlantic (DSDP 516). The new FB-δ15N data combined with existing data from Kast et al., 2019 (doi: 10.1126/science.aau5784) are used to reconstruct the history of ODZ hosted water column denitrification across the Cenozoic. To better understand the connection between denitrification change and climate, we compare the nitrogen isotope data with new TEX86-derived sea surface temperature (SST) data from high latitudes (ODP 704), middle latitudes (DSDP/ODP 516, 588, 754, 1146, 1263) and low latitudes (ODP 667,730) in combination with a global Cenozoic TEX86-derived SST compilation of published records. The data series include all GDGT measurements, calculated indices, SSTs and SST gradients, as well as the age models for the discussed core sites (DSDP/ODP 516, 588, 667, 690, 704, 730, 738, 754, 1146, 1211, 1263) updated to the Geologic Time Scale 2012 (GTS-12, Gradstein et al., 2012, doi: 10.1016/C2011-1-08249-8).;Auderset, Alexandra;10.1594/PANGAEA.943130;2022-08-05T00:00:00Z;https://doi.org/10.1594/PANGAEA.943130;Pangaea;Cenozoic foraminifera-bound nitrogen isotope records, TEX86-derived global SST compilation, and GTS-12 adjusted age models from multiple ODP/DSDP sites;CE831EB8-6202-40C9-86C0-A414053D433F;200000
"";Triki, Zegni;https://doi.org/10.6084/m9.figshare.11816430.v1;;https://doi.org/10.6084/m9.figshare.11816430.v1;Figshare;Data from: Marine cleaning mutualism defies standard logic of supply and demand;0C23119C-5BCB-4018-BFA4-43DE13EC80CD;188240
"";"Aellen, Melisande; Bshary, Redouan; Triki, Zegni; Van Schaik, Carel";https://doi.org/10.6084/m9.figshare.8867660.v1;;https://doi.org/10.6084/m9.figshare.8867660.v1;Figshare;Data from: Relative brain size and cognitive equivalence in fishes;E43EE29A-E26C-438D-A8E5-0F8DBCCE69FD;188240
"";Sailer, Christian;PRJNA506705;2019-06-10T00:00:00Z;https://www.ncbi.nlm.nih.gov/sra/?term=PRJNA506705;SRA;Whole genome re-sequencing of natural Arabidopsis arenosa and Arabidopsis halleri populations;09A52688-5208-4E8B-9FE6-A66CABE2AA84;158773
In this study, we tested metabolism of four drugs (dexamethasone, diltiazem, famciclovir and norethindrone acetate) by 28 healthy human gut communities. Community composition was determined with metagenomic sequencing.;"Goodman, Andrew; Wegmann, Rebekka; Zimmermann, Michael; Zimmermann-Kogadeeva, Maria";PRJEB31790;2019-04-09T00:00:00Z;https://www.ebi.ac.uk/ena/data/view/PRJEB31790;European Nucleotide Archive;Drug metabolism by 28 human gut communities;55945E19-2533-41C0-8BA5-0518D27F6744;178482
"";"He, Biyu J.; Pala, Aurélie; Sederberg, Audrey J.; Stanley, Garrett B.; Zheng, He J. V.";https://doi.org/10.5061/dryad.46cg87c;2019-05-31T00:00:00Z;https://datadryad.org/;Dryad Digital Repository;Data from: State-aware detection of sensory stimuli in the cortex of the awake mouse;63E82124-3EC9-4FBE-AAD7-3E29FB1CAB83;168506
"";Invernizzi, Michele;invemichele/learned-replica-exchange;;https://github.com/invemichele/learned-replica-exchange;GitHub;learned-replica-exchange;9E9C9547-A6FC-45BE-A5DA-0F7845F3F81C;199917
"";Invernizzi, Michele;invemichele/OPES-explore;;https://github.com/invemichele/OPES-explore;GitHub;OPES-explore;D399262A-3124-4F47-97FF-9F82AED703E4;199917
"Experimental dataset, results and figures used in the publication ""Accelerating ptychographic reconstructions using spectral initializations"", by L. Valzania, J. Dong, and S. Gigan, Optics Letters 46(6), 1357-1360, 2021.";"Dong, Jonathan; Gigan, Sylvain; Valzania, Lorenzo";10.5281/zenodo.4663151;2021-04-05T00:00:00Z;https://zenodo.org/record/4663151#.YG27WugzaUk;Zenodo;"Dataset for ""Accelerating ptychographic reconstructions using spectral initializations""";AB1AB05F-ACCE-49AE-B01A-9CF5BAFF8E2C;188152
"";"Dumas, Jeremie; Gao, Xifeng; Hu, Yixin; Panozzo, Daniele; Schneider, Teseo; Zorin, Denis";2451/44221;2019-04-05T00:00:00Z;https://archive.nyu.edu/handle/2451/44221;A Large Scale Comparison of Tetrahedral and Hexahedral Elements for Finite Element Analysis;A Large Scale Comparison of Tetrahedral and Hexahedral Elements for Finite Element Analysis;3340452D-ECCD-4EF3-A0B8-483C0A5EEEB4;175859
Annotated R codes and datasets used in: Carrillo et al. 2022. Cranial anatomy of the giant anteater from north-western Venezuela (Myrmecophaga tridactyla artata, Pilosa: Myrmecophagidae). Anartia;"Barros, Tito R; Carrillo, Juan D; Sibira, Luis E";10.5281/zenodo.6652182;2022-07-16T00:00:00Z;https://doi.org/10.5281/zenodo.6652182;Zenodo;Data from: Cranial anatomy of the giant anteater from north-western Venezuela (Myrmecophaga tridactyla artata, Pilosa: Myrmecophagidae);5ED000AA-0671-4833-877E-03C638B967A9;174749
"";"Aguilera, Orangel A.; Carrillo, Juan D.; Carrillo-Briceño, Jorge D.; Sanchez-Villagra, Marcelo R.";0.7717/peerj.5313/supp-4;2018-07-20T00:00:00Z;https://dfzljdn9uc3pi.cloudfront.net/2018/5313/1/Table_S4.pdf;PeerJ;The shark and ray paleodiversity (genera) of Tropical America. Presence “1,” absence “0”.;513E3707-7499-4A53-9ED0-00E243A9C737;174749
"";"Brugger, Sandra Olivia; Rhode, David";10.1002/jqs.3248;2020-11-27T00:00:00Z;https://www.neotomadb.org;Neotoma database;Impact of Pleistocene–Holocene climate shifts on vegetation and fire dynamics and its implications for Prearchaic humans in the central Great Basin, USA;80B9FBAF-1479-4D09-A24D-41C930BAE5A5;188180
Raw data associated to the study entitled:A DNA biosensors-based microfluidic platform for attomolar real-time detection of unamplified SARS-CoV-2 virus- Metadata file- Computational data- Extraction data- Fluorescence detection- Fluorescence imaging- Labbooks- Surface characterization;"Barnabei, Laura; Bertoni, Francesco; Cascione, Luciano; Gerber-Lemaire, Sandrine; Journot , Céline M.A.; Marocco, Stefano; Mayoraz, Lucas; Mensi, Mounir; Nicolis , Daniele; Pagnoncelli, Jacopo; Robin, Perrine; Robortella, Roberto; Stefanini, Igor; Tarantelli, Chiara; Tavilla, Agatino C.";10.5281/zenodo.7230549;2022-10-20T00:00:00Z;https://zenodo.org/record/7230549#.ZEuzk87P0aY;Zenodo;A DNA biosensors-based microfluidic platform for attomolar real-time detection of unamplified SARS-CoV-2 virus;E2E0CFF8-D636-4117-8D11-AD82CD94AF65;198265
The COVID-19 infection, even in its mild or moderate respiratory forms, can lead to neuropsychological deficits. The COVID-COG project was implemented during the first wave of the COVID pandemic, in response to the questioning at the time concerning the impact that an infection could have on neuropsychological abilities. The project aims at identifying neuropsychological and neuropsychiatric deficits in post-COVID-19 patients and determining if those deficits are associated with the severity of respiratory symptoms in the acute phase and/or with the personal experience of the infection as well as the pandemic context. The project features an exhaustive neuropsychological evaluation, as well as MRI, olfactory and neurological assessments, administered 6-9 months and 12-15 months post infection. For this project, we collaborated with eight departments of the University Hospitals of Geneva, the Leenaards Memory Centre at the Lausanne University Hospital and the Ecole Polytechnique Fédérale de Lausanne. Finally, the project was funded by the Swiss National Foundation (NRP 78 2020 to 2022 - Grant N°: 4078P0_198438).How to cite:- If you are using the behavioural dataset, please cite: Voruz, P., et al. (2022). Frequency of abnormally low neuropsychological scores in post-COVID-19 syndrome: the Geneva COVID-COG cohort. Archives of Clinical Neuropsychology.- If you are using the neuroimaging modalities, please cite: Voruz, P., et al. (2023). Brain functional connectivity alterations associated with neuropsychological performance 6-9 months following SARS‐CoV‐2 infection. Human Brain Mapping, 44(4), 1629-1646.;"Adler, Dan; Allali, Gilles; Assal, Frédéric; Benzakour, Lamyae; Braillard, Olivia; Breville, Gautier; Coen, Matteo; Griffa, Alessandra; Guessous, Idris; Jacot de Alcântara, Isabele; Lalive, Patrice H.; Landis, Basile N.; Lövblad, Karl-Olof; Nehme, Mayssam; Nuber-Champie, Anthony; Péron, Julie Anne; Ptak, Radek; Pugin, Jérôme; Reny, Jean-Luc; Serratrice, Jacques; Thomasson, Marine; Van De Ville, Dimitri; Voruz, Philippe";10.26037/yareta:4ybnefsnprcblblx2hgqrpf2ge;2023-04-24T00:00:00Z;https://yareta.unige.ch/home/detail/67d1d463-ee99-42b1-843b-5e2cc0f05964;Yareta;COVID-COG Project;F7F63AEA-52D7-483D-836C-6DA33DA670E4;198438
This dataset contains the outcomes and the variables used to perform dose-response meta-analysis to examine the impact of the COVID-19 pandemic and associated control measures on the mental health of the general population.  For more information visit https://mhcovid.ispm.unibe.ch;Salanti, Georgia;10.48620/75;2022-09-01T00:00:00Z;https://boris-portal.unibe.ch/handle/20.500.12422/113;BORIS;MHCOVID: Changes in mental health scores from longitudinal studies 2022;6E5B16EA-6907-41F9-947D-745F003DBE3E;198418
UV-light-induced protein-RNA cross-linking followed by MS analysis was used to identify the interaction sites between the N-terminal (NTD) or C-terminal domain (CTD) of the SARS-CoV-2 nucleocapsid protein and the s2m element of the viral RNA.;Leitner, Alexander;PXD037438;2023-03-13T00:00:00Z;https://www.ebi.ac.uk/pride/archive/projects/PXD037438;PRIDE (Proteomics Identification Database) / proteomeXchange;A hybrid structural determination approach to investigate protein-RNA complexes of the nucleocapsid protein of SARS-CoV-2;11AF563A-D4C5-4D39-A62D-58BFE0219A2B;198253
"The data set contains scales (rating items) on the willingness of the Swiss resident population to take risks in connection with touristic travel during the coronavirus pandemic. The data includes a selection of items of the Domain-Specific Risk-Taking Scale (DOSPERT) (Weber et al., 2002). The data contains measures of the health belief model (HBM; Rosenstock, 1960, see also Champion & Skinner, 2008) that is used both in health research and in tourism research to explain and predict the preventive health behaviour of individuals. Furthermore, the data covers all three elements of the theory of planned behaviour (Ajzen, 1991). This is a representative data set for the Swiss population aged 18 and above. A trilingual and national survey of the Swiss resident population was carried out in the period from March to May 2021. A letter of invitation to participate in the study was sent by post to a total of 4,530 randomly selected persons residing in Switzerland. The address data was provided by the Federal Statistical Office (BfS). Of the total of 4,530 people contacted, 164 were reported as unreachable (no longer at the address, deceased, or due to old age). A total of 1,683 persons participated in the survey. This corresponds to a response rate of 39%. The structure of the respondents corresponds to that of the Swiss resident population 18 years of age and older with regard to gender, age, and language region.";Ohnmacht , Timo;doi.org/10.5281/zenodo.5941549;2022-02-01T00:00:00Z;https://zenodo.org/record/5941549#.Y8_PY3bMLe8;Zenedo;Cross-Sectional National Survey on Risk Perception and Tourism Behaviour (SNF NRP 78);CEEE1C05-6A9B-4252-A097-9218098F7645;198336
"In order to facilitate data mining of this large dataset we created an online data app using the opensourceStreamlit app framework (Fig. 5 and accessible via this link:https://share.streamlit.io/alernst/covasc_dataapp/main/CoVasc_DataApp.py; password protecteduntil publication; Username: Mercader, Password: CoVasc). The online data application allows toaccess raw measurements, batch corrected data and provides access example images for eachtreatment according to one’s individual interests.";Mercader, Nadia;(https://github.com/Alernst/CoVasc_DataApp;;https://share.streamlit.io/alernst/covasc_dataapp/main/CoVasc_DataApp.py;github;"Drug testing App ";199BA10B-E8CC-4543-ADD5-F041C85EC4FC;198297
Data and questionnaires from: Tüfer, G. & Brunner, T. (2023). Determining the influence of food user value on the intention to waste tomatoes at home. Resources, Environment and Sustainability, 12, 100111.https://doi.org/10.1016/j.resenv.2023.100111;"Brunner, Thomas; Tüfer, Gina";https://doi.org/10.34914/olos:6a47e7xeprbmxj73jr6kgfbhii;2023-01-31T00:00:00Z;https://doi.org/10.34914/olos:6a47e7xeprbmxj73jr6kgfbhii;olos;Food user value and wasting behavior;85F73D5A-EB9C-4CA4-B5EF-CD6CD2D0AF91;203324
"";Adrian-Kalchhauser, Irene;PRJNA515617;;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA515617;SRA;Brain DNA methylation data from 15 males;06534604-E550-46EE-82BF-B2D5D6A5B72F;164474
"";Adrian-Kalchhauser, Irene;PRJNA547711;;https://dataview.ncbi.nlm.nih.gov/object/PRJNA547711;SRA;Embryonic transcriptome (1–32 cell stages) from 16 clutches;E85D5082-F2D4-45FF-9579-351C5D0D926E;164474
"";Adrian-Kalchhauser, Irene;PRJNA551348;;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA551348;SRA;ATAC Seq data of liver and brain from 50 individuals;69E7E000-555A-4EF4-ADE7-5879AFC34AE8;164474
"";Adrian-Kalchhauser, Irene;PRJNA547536;;https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA547536;SRA;RAD Seq data from 120 individuals;AA8AECC2-8B99-409F-85A8-BD4CC39845D3;164474
"";Adrian-Kalchhauser, Irene;VHKM00000000;;https://www.ncbi.nlm.nih.gov/nuccore/VHKM00000000;GenBank;Round goby genome;3D609576-337A-428E-BCF5-5CF4414FE591;164474
Anopheles gambiae (Keele Strain) mosquitoes were infected in the lab with cultured Plasmodium falciparum gametocytes (PfN54) to generate oocyst and sporozoite infected vectors. Controls, uninfected mosquitoes, were generated by feeding mosquitoes on the same blood after gametogenesis had occurred which was triggered by dropping the temperature in the glass feeders to below 30 degrees Celsius. After feeding, mosquitoes were kept for 7 and 14 days to allow parasite development after which each individual mosquito was scanned with near infrared spectroscopy (NIRS) and stored at -20 until processed by qPCR (quantitative polymerase chain reaction) for confirmation of infection and quantification of parasite load. The data shared is composed of all the spectra that were collected (in .spc format for GRAMS IQ software) labeled with a unique identifier which links to the STATA files where the mean number of parasite genomes and age for each individual mosquito are listed. The files used to generate the calibration through partial least square (PLS) regression on GRAMS IQ have also been shared (.tfdx) along with the calibration file (.cal) for uploading on IQ Predict software. We have also shared the prediction outputs of the independent samples that were predicted with the calibrations here developed.;"Baldini, Francesco; Dowell, Floyd; Ferguson, Heather; Ferreira Maia, Marta; Kapulu, Melissa; Muthui, Michelle; Wagah, Martin";doi:10.7910/DVN/YD34OX;2018-12-14T00:00:00Z;https://doi.org/10.7910/DVN/YD34OX;Harvard Dataverse;"Replication Data for: Near infrared spectra and calibration for detection of malaria infection in Anopheles gambiae (Keele strain) ";E79489B0-1BE8-4CEB-A2AD-433504C05AB3;181590
"phyllosphere metagenome [Taxonomy ID: 662107]unclassified sequences; metagenomes; organismal metagenomes; phyllosphere metagenome";Niculita-Hirzel, Hélène;240301;2014-03-06T00:00:00Z;https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA240301;ncbi / PRJNA240301;Fungal community of senescent wheat plant Targeted Locus;EAAE58D7-AB19-4F96-BF43-75773419E9C9;129027
Based on the hypothesis that, enhancing the local concentration of donor oligos could increase the correction rates, we generated and tested novel CRISPR-Cas9 systems, in which the DNA repair template is covalently conjugated to Cas9 (RNPD system). To validate our results from the HEK293T reporter cells, we here tested our approach at different endogenous genomic loci and in different cell types. We first targeted the human beta globin (HBB) locus in the K562 cell line, and analyzed correction- and editing frequencies using next generation sequencing (NGS). Next we targeted the Rosa26 and proprotein convertase subtilisin/kexin type 9 (Pcsk9) locus in mouse embryonic stem cells (mESCs). Here, RNPD system was always compared to Cas9 SNAP-tag fusion proteins with uncoupled donor oligos. To also directly compare the engineered RNPD system to the classical CRISPR-Cas9 system, we performed experiments where we used wild-type Cas9 with the uncoupled donor oligos as a control. We therefore targeted the fluorescent reporter locus as well as the endogenous loci HBB, empty spiracles homeobox 1 (EMX1), and C-X-C chemokine receptor type 4 (CXCR4) in HEK293T cells. Finally, we performed the analysis of three computationally predicted off-target sites of the reporter locus.;Savic, Natasa;E-MTAB-6808;2018-06-04T00:00:00Z;https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-6808/;ArrayExpress;E-MTAB-6808 - Covalent linkage of the DNA repair template to the CRISPR-Cas9 nuclease enhances homology-directed repair;EDBC195C-C531-4C0C-B96A-F4E301616A59;171388
"";"Baumgärtner, Alexander; Donner, Tobias; Dreon, Davide; Esslinger, Tilman; Hertlein, Simon; Li, Xiangliang";https://doi.org/10.3929/ethz-b-000547966;2022-05-19T00:00:00Z;https://www.research-collection.ethz.ch/handle/20.500.11850/547966;ETH Research Collection;Self-oscillating pump in a topological dissipative atom-cavity system;174E87BC-912E-4628-8924-5B15D1B93944;186312
"In 2015, we launched the data collection on our international colour-emotion association survey. The data is collected online (https://www2.unil.ch/onlinepsylab/colour/main.php). We invite participants to complete the survey in their native language. At the end of 2017, we had translated and back-translated the survey into 37 languages. Additional translations are ongoing or are waiting for opportunities (new collaborators). For each country or language group within a country, we aim for complete data from about 100 participants, roughly equally distributed between three age ranges (18-30 years; 31-50 years; > 50 years). Also, we do not treat the data set without having at least 25 valid responses in each age group. Thus, we treat each sample when these conditions are met. On the current webpage, we only publish data of completed countries. We here use country of origin (not country of residence) as variable to group participants into discrete clusters per country. Different groupings can be obtained from the complete dataset.";"Dael, Nele; Jonauskaite, Domicele; Mohr, Christine";"https://forsbase.unil.ch/project/study-public-overview/16941/0/ ";2020-11-03T00:00:00Z;https://forsbase.unil.ch/project/study-public-overview/16941/0/;FORSbase;International colour-emotion survey;57DF61D2-9953-4AFC-92E2-D803D3CC86A0;175055
Dieses Datenset war Teil der Datengrundlage zweier Artikel: https://doi.org/10.1016/j.dendro.2018.09.008 und https://doi.org/10.1371/journal.pone.0239425.;Gut, Urs;https://www.ncdc.noaa.gov/paleo-search/study/28582;;https://www.ncdc.noaa.gov/paleo-search/study/28582;ITRDB;Gut - Gommiswald-Steibruch - PCAB - ITRDB SWIT380;8A95123E-4225-4957-B1EB-5F855AE4AFA6;162299
Dieses Datenset repräsentiert den Teil der Datengrundlage des untengenannten Artikels, welcher vom SNF Beitragsempfänger selbst erhoben und an die Studie beigesteuert wurde. Die übrigen Datensets, welche in der Studie untersucht worden sind, sind nicht vom Beitragsempfänger erhoben worden und können von diesem veröffentlicht werden.;Gut, Urs;https://www.ncdc.noaa.gov/paleo-search/study/32393;;https://www.ncdc.noaa.gov/paleo-search/study/32393;ITRDB;Gut - Sihlwald-Albisboden - PCAB - ITRDB SWIT383;E1FE99CF-C19B-4089-BA36-6DE40CDAC42E;162299
Dieses Datenset war Teil der Datengrundlage zweier Artikel: https://doi.org/10.1016/j.dendro.2018.09.008 und https://doi.org/10.1371/journal.pone.0239425.;Gut, Urs;https://www.ncdc.noaa.gov/paleo/study/28572;;https://www.ncdc.noaa.gov/paleo/study/28572;ITRDB;Gut - Eschenbach-Eggwald - PCAB - ITRDB SWIT370;004923F4-B62F-4F36-A805-70C8644BB961;162299
Dieses Datenset war Teil der Datengrundlage zweier Artikel: https://doi.org/10.1016/j.dendro.2018.09.008 und https://doi.org/10.1371/journal.pone.0239425.;Gut, Urs;https://www.ncdc.noaa.gov/paleo-search/study/28575;;https://www.ncdc.noaa.gov/paleo-search/study/28575;ITRDB;Gut - Elm-Gandwald - PCAB - ITRDB SWIT373;A018209E-8E4A-4120-8F36-DB7FD2A34675;162299
Dieses Datenset war Teil der Datengrundlage zweier Artikel: https://doi.org/10.1016/j.dendro.2018.09.008 und https://doi.org/10.1371/journal.pone.0239425.;Gut, Urs;https://www.ncdc.noaa.gov/paleo-search/study/28578;;https://www.ncdc.noaa.gov/paleo-search/study/28578;ITRDB;Gut - Glarus-Haltenwald - PCAB - ITRDB SWIT376;D48E29ED-3833-4DA3-BB7C-D97224B6DB69;162299
"";Volynskaya, Alina;10.5281/zenodo.5552277;;https://zenodo.org/record/5552277#.YV1nHC2B00o;Zenodo;Subject metadata in 25 scientific institutional collections;EA94DA7E-AD3B-4541-A4EA-98733318C55C;192402
Dieses Datenset war Teil der Datengrundlage zweier Artikel: https://doi.org/10.1016/j.dendro.2018.09.008 und https://doi.org/10.1371/journal.pone.0239425.;Gut, Urs;"https://www.ncdc.noaa.gov/paleo/study/28574 ";;https://www.ncdc.noaa.gov/paleo-search/study/28574;ITRDB;Gut - Alpthal-Furggelenstock - PCAB - ITRDB SWIT372;6C0695E0-C61C-4719-A867-301C52E47E97;162299
Dieses Datenset war Teil der Datengrundlage zweier Artikel: https://doi.org/10.1016/j.dendro.2018.09.008 und https://doi.org/10.1371/journal.pone.0239425.;Gut, Urs;https://www.ncdc.noaa.gov/paleo-search/study/28583;;https://www.ncdc.noaa.gov/paleo-search/study/28583;ITRDB;Gut - Sihlwald-Streuboden - PCAB - ITRDB SWIT381;2B5D7A33-41C2-4BCB-8618-236D4C5E584D;162299
Dieses Datenset war Teil der Datengrundlage zweier Artikel: https://doi.org/10.1016/j.dendro.2018.09.008 und https://doi.org/10.1371/journal.pone.0239425.;Gut, Urs;https://www.ncdc.noaa.gov/paleo-search/study/28570;;https://www.ncdc.noaa.gov/paleo-search/study/28570;ITRDB;Gut - Schmerikon-Bannwald - PCAB - ITRDB SWIT368;D5A5F8FB-3868-4490-815B-8A358857F87F;162299
This upload provides a csv table of the lab internal ID numbers of the dendrochronological ring-width series that were used in the analyses of the synopsis (https://doi.org/10.5167/uzh-189262, chapter 6). Given this table, the data set used in chapter 6 may be reconstructed provided that access to the original measurement data (archived in the respective dendrochronological laboratories) is granted.;Gut, Urs;10.5281/zenodo.4560261;;https://doi.org/10.5281/zenodo.4560261;Zenodo;Table with Lab IDs of Dendrochronological Samples Used in Analyses of Chapter 6 (Synopsis);0573C52C-1F96-45DC-98B0-35B2511EB70E;162299
Dieses Datenset war Teil der Datengrundlage zweier Artikel: https://doi.org/10.1016/j.dendro.2018.09.008 und https://doi.org/10.1371/journal.pone.0239425.;Gut, Urs;https://www.ncdc.noaa.gov/paleo-search/study/28573;;https://www.ncdc.noaa.gov/paleo-search/study/28573;ITRDB;Gut - Feusisberg-Friesischwand - PCAB - ITRDB SWIT371;A345890D-9ECE-40B5-8B7A-9818B9A522CF;162299
"";Schoch, Sarah;10.17605/OSF.IO/6S3PW;2019-02-19T00:00:00Z;https://osf.io/6s3pw/;Open Science Framework;Actigraphy Comparison Data;2E377211-5C3F-4353-A502-521332D78683;178697
